index,age,gender,country,education,role,field,cat_experience,cat_salary,share_unido
4395,30-34,Man,France,Master’s degree,Data Analyst,Marketing/CRM,Junior,20K - 50K, Personal blog 
4395,30-34,Man,France,Master’s degree,Data Analyst,Marketing/CRM,Junior,20K - 50K, Kaggle 
4395,30-34,Man,France,Master’s degree,Data Analyst,Marketing/CRM,Junior,20K - 50K, Colab 
4395,30-34,Man,France,Master’s degree,Data Analyst,Marketing/CRM,Junior,20K - 50K, Shiny 
4424,60-69,Woman,United States of America,Master’s degree,Data Analyst,Medical/Pharmaceutical,Mid,100K - 200K, GitHub 
4431,35-39,Man,Thailand,Master’s degree,Business Analyst,Government/Public Service,Junior,< 20K, Kaggle 
4435,22-24,Woman,India,Master’s degree,Data Analyst,Retail/Sales,Junior,20K - 50K, Kaggle 
4446,25-29,Woman,Singapore,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,20K - 50K,I do not share my work publicly
4456,30-34,Man,United Arab Emirates,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Streamlit 
4456,30-34,Man,United Arab Emirates,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Kaggle 
4489,30-34,Man,Japan,Master’s degree,Data Analyst,Marketing/CRM,Junior,20K - 50K, GitHub 
4489,30-34,Man,Japan,Master’s degree,Data Analyst,Marketing/CRM,Junior,20K - 50K, Kaggle 
4530,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Senior,< 20K, GitHub 
4530,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Senior,< 20K, Kaggle 
4530,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Senior,< 20K, Colab 
4548,22-24,Woman,Taiwan,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 20K, GitHub 
4552,25-29,Woman,Germany,Master’s degree,Data Analyst,Accounting/Finance,Junior,50K - 100K,I do not share my work publicly
4561,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Plotly Dash 
4561,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, GitHub 
4561,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Colab 
4568,35-39,Man,Taiwan,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,< 20K, GitHub 
4584,30-34,Man,Egypt,No formal education past high school,Business Analyst,Accounting/Finance,Junior,< 20K,I do not share my work publicly
4589,22-24,Man,India,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,50K - 100K, GitHub 
4592,25-29,Woman,Germany,Master’s degree,Data Analyst,Accounting/Finance,Mid,20K - 50K,I do not share my work publicly
4608,35-39,Man,Indonesia,Doctoral degree,Data Analyst,Computers/Technology,Senior+,< 20K,I do not share my work publicly
4623,35-39,Man,Brazil,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,20K - 50K,I do not share my work publicly
4629,50-54,Man,Germany,Master’s degree,Business Analyst,Insurance/Risk Assessment,Senior+,> 200K,I do not share my work publicly
4649,25-29,Man,Bangladesh,Bachelor’s degree,Data Analyst,Other,Mid,< 20K, GitHub 
4649,25-29,Man,Bangladesh,Bachelor’s degree,Data Analyst,Other,Mid,< 20K, Kaggle 
4650,35-39,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Senior,20K - 50K, GitHub 
4676,35-39,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,20K - 50K, GitHub 
4694,35-39,Man,United States of America,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Senior,100K - 200K,I do not share my work publicly
4732,22-24,Man,Turkey,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 20K,I do not share my work publicly
4765,22-24,Man,Peru,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 20K,I do not share my work publicly
4801,45-49,Man,Canada,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,50K - 100K,I do not share my work publicly
4844,25-29,Woman,Pakistan,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 20K,I do not share my work publicly
4891,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Plotly Dash 
4891,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, GitHub 
4891,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Kaggle 
4911,35-39,Woman,Mexico,Bachelor’s degree,Data Analyst,Academics/Education,Senior,< 20K, Colab 
4922,40-44,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Junior,50K - 100K, NBViewer 
4962,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior+,20K - 50K, GitHub 
4962,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior+,20K - 50K, Personal blog 
4962,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior+,20K - 50K, Colab 
4962,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior+,20K - 50K, Shiny 
4978,45-49,Prefer not to say,Other,No formal education past high school,Data Analyst,Computers/Technology,Senior+,20K - 50K,I do not share my work publicly
5036,25-29,Man,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 20K,I do not share my work publicly
5043,30-34,Man,Other,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 20K,I do not share my work publicly
5044,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, GitHub 
5044,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Kaggle 
5044,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Colab 
5057,45-49,Man,Japan,No formal education past high school,Data Analyst,Computers/Technology,Senior+,50K - 100K, GitHub 
5057,45-49,Man,Japan,No formal education past high school,Data Analyst,Computers/Technology,Senior+,50K - 100K, Kaggle 
5060,18-21,Man,Mexico,Some college/university study without earning a bachelor’s degree,Business Analyst,Energy/Mining,Junior,< 20K, Plotly Dash 
5086,40-44,Man,Singapore,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K,I do not share my work publicly
5106,30-34,Man,Germany,Master’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K,I do not share my work publicly
5132,45-49,Man,United States of America,Doctoral degree,Data Analyst,Energy/Mining,Senior,100K - 200K,I do not share my work publicly
5140,30-34,Man,Argentina,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 20K, GitHub 
5140,30-34,Man,Argentina,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 20K, Colab 
5146,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, GitHub 
5161,45-49,Man,Other,Master’s degree,Data Analyst,Academics/Education,Mid,20K - 50K,I do not share my work publicly
5171,40-44,Man,Russia,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 20K, GitHub 
5171,40-44,Man,Russia,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 20K, Personal blog 
5196,50-54,Woman,Brazil,Doctoral degree,Data Analyst,Academics/Education,Senior+,20K - 50K, GitHub 
5196,50-54,Woman,Brazil,Doctoral degree,Data Analyst,Academics/Education,Senior+,20K - 50K, Colab 
5197,22-24,Man,Australia,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
5197,22-24,Man,Australia,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, Kaggle 
5197,22-24,Man,Australia,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, Colab 
5199,25-29,Man,Nigeria,Master’s degree,Data Analyst,Energy/Mining,Junior,< 20K,I do not share my work publicly
5228,30-34,Woman,Thailand,Master’s degree,Data Analyst,Energy/Mining,Junior,< 20K, Kaggle 
5252,25-29,Man,Japan,Some college/university study without earning a bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,20K - 50K, GitHub 
5252,25-29,Man,Japan,Some college/university study without earning a bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,20K - 50K, Kaggle 
5252,25-29,Man,Japan,Some college/university study without earning a bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,20K - 50K, Colab 
5259,30-34,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,I do not share my work publicly
5276,30-34,Woman,Czech Republic,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 20K, GitHub 
5291,25-29,Man,Other,Bachelor’s degree,Data Analyst,Retail/Sales,Senior,< 20K, NBViewer 
5291,25-29,Man,Other,Bachelor’s degree,Data Analyst,Retail/Sales,Senior,< 20K, GitHub 
5291,25-29,Man,Other,Bachelor’s degree,Data Analyst,Retail/Sales,Senior,< 20K, Kaggle 
5322,35-39,Man,India,Master’s degree,Data Analyst,Government/Public Service,Junior,< 20K, GitHub 
5322,35-39,Man,India,Master’s degree,Data Analyst,Government/Public Service,Junior,< 20K, Kaggle 
5322,35-39,Man,India,Master’s degree,Data Analyst,Government/Public Service,Junior,< 20K, Colab 
5333,18-21,Man,India,Bachelor’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 20K, GitHub 
5341,25-29,Man,Canada,Master’s degree,Data Analyst,Government/Public Service,Junior,50K - 100K, GitHub 
5341,25-29,Man,Canada,Master’s degree,Data Analyst,Government/Public Service,Junior,50K - 100K, Colab 
5371,30-34,Man,Canada,Master’s degree,Business Analyst,Government/Public Service,Junior,50K - 100K,Other
5372,40-44,Woman,United States of America,Master’s degree,Business Analyst,Online Service/Internet-based Services,Junior,100K - 200K,I do not share my work publicly
5376,35-39,Man,India,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior,< 20K,I do not share my work publicly
5378,45-49,Man,Mexico,Master’s degree,Business Analyst,Computers/Technology,Mid,20K - 50K,I do not share my work publicly
5380,40-44,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Senior+,100K - 200K,I do not share my work publicly
5396,30-34,Man,Other,Master’s degree,Data Analyst,Academics/Education,Senior,< 20K,I do not share my work publicly
5408,35-39,Man,Nigeria,Master’s degree,Data Analyst,Energy/Mining,Junior,< 20K, GitHub 
5408,35-39,Man,Nigeria,Master’s degree,Data Analyst,Energy/Mining,Junior,< 20K, Colab 
5412,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K, GitHub 
5412,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Kaggle 
5412,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Colab 
5456,25-29,Man,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,50K - 100K, GitHub 
5456,25-29,Man,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,50K - 100K, Personal blog 
5456,25-29,Man,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,50K - 100K, Kaggle 
5467,22-24,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Mid,< 20K,I do not share my work publicly
5477,25-29,Man,Other,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
5477,25-29,Man,Other,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, Kaggle 
5487,35-39,Man,United States of America,Master’s degree,Data Analyst,Medical/Pharmaceutical,Mid,100K - 200K,I do not share my work publicly
5513,30-34,Nonbinary,United States of America,Master’s degree,Data Analyst,Military/Security/Defense,Mid,50K - 100K,I do not share my work publicly
5528,60-69,Man,Pakistan,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior+,< 20K,Other
5539,40-44,Man,Bangladesh,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K,I do not share my work publicly
5545,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 20K, Kaggle 
5561,22-24,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 20K, GitHub 
5561,22-24,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 20K, Colab 
5580,40-44,Man,India,Master’s degree,Data Analyst,Other,Junior,< 20K,Other
5607,22-24,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Shipping/Transportation,Junior,20K - 50K,I do not share my work publicly
5618,40-44,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K,I do not share my work publicly
5619,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K,I do not share my work publicly
5621,40-44,Man,Taiwan,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
5621,40-44,Man,Taiwan,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, Kaggle 
5646,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 20K, Streamlit 
5646,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 20K, GitHub 
5646,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 20K, Kaggle 
5646,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 20K, Colab 
5646,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 20K, Shiny 
5671,22-24,Man,Peru,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 20K, GitHub 
5671,22-24,Man,Peru,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 20K, Kaggle 
5699,35-39,Man,Russia,Some college/university study without earning a bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K,I do not share my work publicly
5716,18-21,Man,Russia,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,< 20K,I do not share my work publicly
5725,35-39,Man,United States of America,Master’s degree,Data Analyst,Government/Public Service,Junior,50K - 100K,I do not share my work publicly
5733,30-34,Man,France,Master’s degree,Data Analyst,Online Service/Internet-based Services,Mid,20K - 50K, GitHub 
5733,30-34,Man,France,Master’s degree,Data Analyst,Online Service/Internet-based Services,Mid,20K - 50K, Personal blog 
5746,30-34,Man,United States of America,Master’s degree,Business Analyst,Medical/Pharmaceutical,Senior,100K - 200K, GitHub 
5746,30-34,Man,United States of America,Master’s degree,Business Analyst,Medical/Pharmaceutical,Senior,100K - 200K, Kaggle 
5746,30-34,Man,United States of America,Master’s degree,Business Analyst,Medical/Pharmaceutical,Senior,100K - 200K, Colab 
5753,50-54,Woman,Netherlands,Master’s degree,Data Analyst,Accounting/Finance,Senior+,100K - 200K,I do not share my work publicly
5784,30-34,Man,United States of America,Bachelor’s degree,Business Analyst,Broadcasting/Communications,Junior,50K - 100K,I do not share my work publicly
5802,25-29,Man,India,Bachelor’s degree,Data Analyst,Shipping/Transportation,Junior,< 20K,I do not share my work publicly
5803,25-29,Man,Other,Professional doctorate,Data Analyst,Non-profit/Service,Junior,< 20K, GitHub 
5803,25-29,Man,Other,Professional doctorate,Data Analyst,Non-profit/Service,Junior,< 20K, Kaggle 
5803,25-29,Man,Other,Professional doctorate,Data Analyst,Non-profit/Service,Junior,< 20K, Shiny 
5842,25-29,Woman,Russia,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 20K,I do not share my work publicly
5875,30-34,Man,Russia,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Plotly Dash 
5875,30-34,Man,Russia,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Streamlit 
5875,30-34,Man,Russia,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, GitHub 
5875,30-34,Man,Russia,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Colab 
5903,25-29,Man,India,Bachelor’s degree,Business Analyst,Marketing/CRM,Junior,< 20K, Kaggle 
5914,22-24,Man,Nigeria,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, GitHub 
5914,22-24,Man,Nigeria,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Kaggle 
5914,22-24,Man,Nigeria,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Colab 
5918,30-34,Woman,Ireland,Bachelor’s degree,Business Analyst,Shipping/Transportation,Junior,< 20K,I do not share my work publicly
5922,45-49,Man,Spain,Doctoral degree,Business Analyst,Energy/Mining,Senior+,50K - 100K,I do not share my work publicly
5975,25-29,Woman,Other,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 20K, GitHub 
5975,25-29,Woman,Other,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 20K, Kaggle 
5996,45-49,Man,Nigeria,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior+,20K - 50K,I do not share my work publicly
5997,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K,I do not share my work publicly
6010,40-44,Man,Peru,Bachelor’s degree,Data Analyst,Academics/Education,Senior+,20K - 50K, GitHub 
6010,40-44,Man,Peru,Bachelor’s degree,Data Analyst,Academics/Education,Senior+,20K - 50K, Personal blog 
6010,40-44,Man,Peru,Bachelor’s degree,Data Analyst,Academics/Education,Senior+,20K - 50K,Other
6023,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, GitHub 
6023,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Kaggle 
6057,35-39,Man,Turkey,Doctoral degree,Data Analyst,Military/Security/Defense,Senior,< 20K,I do not share my work publicly
6064,45-49,Man,Singapore,Master’s degree,Data Analyst,Government/Public Service,Mid,50K - 100K, GitHub 
6079,22-24,Man,China,Professional doctorate,Business Analyst,Broadcasting/Communications,Mid,< 20K, Shiny 
6092,50-54,Man,Spain,Doctoral degree,Data Analyst,Academics/Education,Senior+,50K - 100K,I do not share my work publicly
6098,45-49,Man,India,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 20K, GitHub 
6098,45-49,Man,India,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 20K, Kaggle 
6098,45-49,Man,India,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 20K, Shiny 
6103,22-24,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K,I do not share my work publicly
6146,25-29,Woman,China,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
6146,25-29,Woman,China,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, Kaggle 
6146,25-29,Woman,China,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, Colab 
6151,30-34,Man,Ukraine,No formal education past high school,Data Analyst,Retail/Sales,Junior,< 20K, GitHub 
6151,30-34,Man,Ukraine,No formal education past high school,Data Analyst,Retail/Sales,Junior,< 20K, Kaggle 
6153,45-49,Man,United States of America,Master’s degree,Business Analyst,Energy/Mining,Junior,> 200K, Plotly Dash 
6153,45-49,Man,United States of America,Master’s degree,Business Analyst,Energy/Mining,Junior,> 200K, GitHub 
6167,30-34,Woman,France,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 20K,Other
6169,40-44,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,20K - 50K,I do not share my work publicly
6177,25-29,Man,Poland,Master’s degree,Data Analyst,Shipping/Transportation,Mid,50K - 100K,I do not share my work publicly
6183,45-49,Man,South Africa,Bachelor’s degree,Business Analyst,Government/Public Service,Mid,20K - 50K,I do not share my work publicly
6196,35-39,Woman,United States of America,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,50K - 100K, GitHub 
6196,35-39,Woman,United States of America,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,50K - 100K, Colab 
6200,25-29,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,I do not share my work publicly
6226,40-44,Man,Canada,Master’s degree,Business Analyst,Insurance/Risk Assessment,Junior,20K - 50K, GitHub 
6226,40-44,Man,Canada,Master’s degree,Business Analyst,Insurance/Risk Assessment,Junior,20K - 50K, Kaggle 
6246,40-44,Man,Japan,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K, Colab 
6275,40-44,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Mid,20K - 50K,I do not share my work publicly
6314,30-34,Man,Nigeria,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,< 20K, GitHub 
6314,30-34,Man,Nigeria,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,< 20K, Kaggle 
6317,35-39,Man,Germany,Master’s degree,Data Analyst,Retail/Sales,Senior,20K - 50K,I do not share my work publicly
6320,45-49,Man,Belgium,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior+,50K - 100K,I do not share my work publicly
6323,30-34,Man,South Korea,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 20K, Kaggle 
6331,22-24,Man,Viet Nam,Some college/university study without earning a bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 20K, GitHub 
6331,22-24,Man,Viet Nam,Some college/university study without earning a bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 20K, Kaggle 
6331,22-24,Man,Viet Nam,Some college/university study without earning a bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 20K, Colab 
6375,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K,I do not share my work publicly
6396,50-54,Man,Russia,Doctoral degree,Business Analyst,Accounting/Finance,Junior,50K - 100K, Kaggle 
6434,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
6435,25-29,Man,Morocco,Master’s degree,Data Analyst,Energy/Mining,Senior,< 20K,I do not share my work publicly
6445,22-24,Woman,India,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 20K,Other
6451,45-49,Man,Spain,Doctoral degree,Data Analyst,Academics/Education,Senior,100K - 200K, Plotly Dash 
6451,45-49,Man,Spain,Doctoral degree,Data Analyst,Academics/Education,Senior,100K - 200K, Personal blog 
6451,45-49,Man,Spain,Doctoral degree,Data Analyst,Academics/Education,Senior,100K - 200K, Shiny 
6453,40-44,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Marketing/CRM,Junior,20K - 50K, Kaggle 
6455,25-29,Man,Italy,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,20K - 50K,I do not share my work publicly
6480,35-39,Man,United States of America,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K, GitHub 
6480,35-39,Man,United States of America,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K, Kaggle 
6484,25-29,Woman,India,Master’s degree,Data Analyst,Other,Junior,< 20K, Kaggle 
6502,50-54,Man,Australia,Master’s degree,Data Analyst,Government/Public Service,Senior+,50K - 100K,I do not share my work publicly
6507,25-29,Man,Peru,Bachelor’s degree,Business Analyst,Marketing/CRM,Junior,< 20K,I do not share my work publicly
6511,30-34,Woman,India,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,< 20K,I do not share my work publicly
6537,35-39,Man,Thailand,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
6537,35-39,Man,Thailand,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, Personal blog 
6537,35-39,Man,Thailand,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, Colab 
6537,35-39,Man,Thailand,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K,Other
6547,40-44,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 20K,I do not share my work publicly
6560,22-24,Man,Indonesia,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
6560,22-24,Man,Indonesia,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, Kaggle 
6581,45-49,Man,Kenya,Bachelor’s degree,Data Analyst,Government/Public Service,Senior+,< 20K, Personal blog 
6581,45-49,Man,Kenya,Bachelor’s degree,Data Analyst,Government/Public Service,Senior+,< 20K, Colab 
6583,30-34,Man,Brazil,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 20K, GitHub 
6596,50-54,Man,Japan,Master’s degree,Business Analyst,Insurance/Risk Assessment,Senior+,< 20K,I do not share my work publicly
6605,22-24,Man,Brazil,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,< 20K, GitHub 
6605,22-24,Man,Brazil,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,< 20K, Kaggle 
6617,60-69,Man,Canada,Master’s degree,Business Analyst,Insurance/Risk Assessment,Senior+,> 200K, GitHub 
6617,60-69,Man,Canada,Master’s degree,Business Analyst,Insurance/Risk Assessment,Senior+,> 200K, Shiny 
6637,40-44,Man,Ireland,Doctoral degree,Data Analyst,Academics/Education,Junior,50K - 100K, GitHub 
6637,40-44,Man,Ireland,Doctoral degree,Data Analyst,Academics/Education,Junior,50K - 100K, Kaggle 
6643,25-29,Man,Pakistan,Master’s degree,Data Analyst,Government/Public Service,Mid,< 20K, Personal blog 
6643,25-29,Man,Pakistan,Master’s degree,Data Analyst,Government/Public Service,Mid,< 20K, Kaggle 
6646,60-69,Man,Other,Master’s degree,Business Analyst,Online Service/Internet-based Services,Junior,50K - 100K,I do not share my work publicly
6664,40-44,Man,Nigeria,Bachelor’s degree,Business Analyst,Other,Mid,< 20K, GitHub 
6664,40-44,Man,Nigeria,Bachelor’s degree,Business Analyst,Other,Mid,< 20K, Personal blog 
6664,40-44,Man,Nigeria,Bachelor’s degree,Business Analyst,Other,Mid,< 20K, Kaggle 
6665,40-44,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior+,20K - 50K,I do not share my work publicly
6669,35-39,Man,Ireland,Master’s degree,Business Analyst,Retail/Sales,Junior,20K - 50K, Colab 
6674,35-39,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 20K,I do not share my work publicly
6700,22-24,Man,India,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 20K, GitHub 
6710,22-24,Man,Nigeria,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, GitHub 
6710,22-24,Man,Nigeria,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, Kaggle 
6721,55-59,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Senior,50K - 100K, GitHub 
6721,55-59,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Senior,50K - 100K, Personal blog 
6736,22-24,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
6749,22-24,Man,China,Master’s degree,Data Analyst,Retail/Sales,Mid,< 20K,I do not share my work publicly
6792,25-29,Woman,Israel,I prefer not to answer,Data Analyst,Government/Public Service,Junior,< 20K, Streamlit 
6792,25-29,Woman,Israel,I prefer not to answer,Data Analyst,Government/Public Service,Junior,< 20K, GitHub 
6801,25-29,Man,Taiwan,Master’s degree,Data Analyst,Computers/Technology,Junior,20K - 50K, GitHub 
6805,22-24,Man,India,Bachelor’s degree,Business Analyst,Marketing/CRM,Junior,< 20K, GitHub 
6805,22-24,Man,India,Bachelor’s degree,Business Analyst,Marketing/CRM,Junior,< 20K, Colab 
6813,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K, GitHub 
6813,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Kaggle 
6813,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Colab 
6824,35-39,Man,United States of America,Master’s degree,Data Analyst,Medical/Pharmaceutical,Senior,100K - 200K,I do not share my work publicly
6828,40-44,Man,Spain,Some college/university study without earning a bachelor’s degree,Business Analyst,Energy/Mining,Senior,< 20K,I do not share my work publicly
