index,age,gender,country,education,role,field,cat_experience,cat_salary,courses_unido
5380,40-44,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Senior+,100K - 200K,edX
5380,40-44,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Senior+,100K - 200K,Kaggle Learn Courses
5380,40-44,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Senior+,100K - 200K,DataCamp
5380,40-44,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Senior+,100K - 200K,Udacity
5380,40-44,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Senior+,100K - 200K,Udemy
5380,40-44,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Senior+,100K - 200K,University Courses (resulting in a university degree)
5384,50-54,Man,Ecuador,Master’s degree,Business Analyst,Medical/Pharmaceutical,Junior,< 25K,edX
5384,50-54,Man,Ecuador,Master’s degree,Business Analyst,Medical/Pharmaceutical,Junior,< 25K,University Courses (resulting in a university degree)
5389,30-34,Man,South Korea,Master’s degree,Data Analyst,Government/Public Service,Junior,25K - 50K,Coursera
5389,30-34,Man,South Korea,Master’s degree,Data Analyst,Government/Public Service,Junior,25K - 50K,Kaggle Learn Courses
5389,30-34,Man,South Korea,Master’s degree,Data Analyst,Government/Public Service,Junior,25K - 50K,Udacity
5389,30-34,Man,South Korea,Master’s degree,Data Analyst,Government/Public Service,Junior,25K - 50K,University Courses (resulting in a university degree)
5396,30-34,Man,Other,Master’s degree,Data Analyst,Academics/Education,Senior,< 25K,University Courses (resulting in a university degree)
5407,22-24,Man,Brazil,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Coursera
5407,22-24,Man,Brazil,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,edX
5407,22-24,Man,Brazil,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Kaggle Learn Courses
5407,22-24,Man,Brazil,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,DataCamp
5407,22-24,Man,Brazil,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Udemy
5408,35-39,Man,Nigeria,Master’s degree,Data Analyst,Energy/Mining,Junior,< 25K,Coursera
5408,35-39,Man,Nigeria,Master’s degree,Data Analyst,Energy/Mining,Junior,< 25K,Kaggle Learn Courses
5408,35-39,Man,Nigeria,Master’s degree,Data Analyst,Energy/Mining,Junior,< 25K,Udacity
5408,35-39,Man,Nigeria,Master’s degree,Data Analyst,Energy/Mining,Junior,< 25K,Udemy
5408,35-39,Man,Nigeria,Master’s degree,Data Analyst,Energy/Mining,Junior,< 25K,LinkedIn Learning
5412,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Coursera
5412,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Kaggle Learn Courses
5412,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Udemy
5412,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,University Courses (resulting in a university degree)
5445,22-24,Man,Indonesia,Bachelor’s degree,Data Analyst,Marketing/CRM,Sin experiencia,< 25K,Kaggle Learn Courses
5445,22-24,Man,Indonesia,Bachelor’s degree,Data Analyst,Marketing/CRM,Sin experiencia,< 25K,DataCamp
5445,22-24,Man,Indonesia,Bachelor’s degree,Data Analyst,Marketing/CRM,Sin experiencia,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
5456,25-29,Man,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,50K - 100K,Coursera
5456,25-29,Man,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,50K - 100K,Kaggle Learn Courses
5456,25-29,Man,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,50K - 100K,Udemy
5456,25-29,Man,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,50K - 100K,LinkedIn Learning
5467,22-24,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Mid,< 25K,Coursera
5467,22-24,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Mid,< 25K,Kaggle Learn Courses
5477,25-29,Man,Other,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Coursera
5477,25-29,Man,Other,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Udemy
5487,35-39,Man,United States of America,Master’s degree,Data Analyst,Medical/Pharmaceutical,Mid,100K - 200K,Coursera
5487,35-39,Man,United States of America,Master’s degree,Data Analyst,Medical/Pharmaceutical,Mid,100K - 200K,University Courses (resulting in a university degree)
5497,55-59,Woman,Singapore,Master’s degree,Business Analyst,Broadcasting/Communications,Junior,100K - 200K,Kaggle Learn Courses
5513,30-34,Nonbinary,United States of America,Master’s degree,Data Analyst,Military/Security/Defense,Mid,50K - 100K,Kaggle Learn Courses
5513,30-34,Nonbinary,United States of America,Master’s degree,Data Analyst,Military/Security/Defense,Mid,50K - 100K,Fast.ai
5528,60-69,Man,Pakistan,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior+,< 25K,edX
5528,60-69,Man,Pakistan,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior+,< 25K,DataCamp
5539,40-44,Man,Bangladesh,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Coursera
5545,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Kaggle Learn Courses
5554,35-39,Man,United States of America,Bachelor’s degree,Data Analyst,Government/Public Service,Sin experiencia,25K - 50K,Coursera
5559,25-29,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Kaggle Learn Courses
5561,22-24,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Coursera
5561,22-24,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Kaggle Learn Courses
5561,22-24,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,LinkedIn Learning
5580,40-44,Man,India,Master’s degree,Data Analyst,Other,Junior,< 25K,Udemy
5607,22-24,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Shipping/Transportation,Junior,25K - 50K,Coursera
5607,22-24,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Shipping/Transportation,Junior,25K - 50K,LinkedIn Learning
5607,22-24,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Shipping/Transportation,Junior,25K - 50K,Other
5618,40-44,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Udacity
5618,40-44,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Udemy
5619,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Coursera
5619,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Kaggle Learn Courses
5619,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Udemy
5630,25-29,Man,Malaysia,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Coursera
5630,25-29,Man,Malaysia,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,edX
5630,25-29,Man,Malaysia,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Kaggle Learn Courses
5630,25-29,Man,Malaysia,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,DataCamp
5630,25-29,Man,Malaysia,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Udemy
5646,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Coursera
5646,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Kaggle Learn Courses
5646,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
5646,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,University Courses (resulting in a university degree)
5669,22-24,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Coursera
5669,22-24,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Udemy
5671,22-24,Man,Peru,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Coursera
5671,22-24,Man,Peru,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Kaggle Learn Courses
5671,22-24,Man,Peru,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,DataCamp
5671,22-24,Man,Peru,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Udacity
5699,35-39,Man,Russia,Some college/university study without earning a bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Coursera
5699,35-39,Man,Russia,Some college/university study without earning a bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Kaggle Learn Courses
5716,18-21,Man,Russia,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,< 25K,Coursera
5716,18-21,Man,Russia,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,< 25K,edX
5716,18-21,Man,Russia,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,< 25K,Kaggle Learn Courses
5733,30-34,Man,France,Master’s degree,Data Analyst,Online Service/Internet-based Services,Mid,25K - 50K,Coursera
5733,30-34,Man,France,Master’s degree,Data Analyst,Online Service/Internet-based Services,Mid,25K - 50K,University Courses (resulting in a university degree)
5734,45-49,Man,Other,Master’s degree,Business Analyst,Computers/Technology,Junior,25K - 50K,edX
5734,45-49,Man,Other,Master’s degree,Business Analyst,Computers/Technology,Junior,25K - 50K,Udemy
5742,30-34,Woman,India,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,< 25K,Coursera
5742,30-34,Woman,India,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,< 25K,Kaggle Learn Courses
5742,30-34,Woman,India,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,< 25K,DataCamp
5742,30-34,Woman,India,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,< 25K,Udacity
5742,30-34,Woman,India,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,< 25K,Udemy
5746,30-34,Man,United States of America,Master’s degree,Business Analyst,Medical/Pharmaceutical,Senior,100K - 200K,Kaggle Learn Courses
5746,30-34,Man,United States of America,Master’s degree,Business Analyst,Medical/Pharmaceutical,Senior,100K - 200K,DataCamp
5746,30-34,Man,United States of America,Master’s degree,Business Analyst,Medical/Pharmaceutical,Senior,100K - 200K,Fast.ai
5746,30-34,Man,United States of America,Master’s degree,Business Analyst,Medical/Pharmaceutical,Senior,100K - 200K,Udacity
5746,30-34,Man,United States of America,Master’s degree,Business Analyst,Medical/Pharmaceutical,Senior,100K - 200K,Udemy
5746,30-34,Man,United States of America,Master’s degree,Business Analyst,Medical/Pharmaceutical,Senior,100K - 200K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
5747,30-34,Man,Colombia,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,25K - 50K,Coursera
5747,30-34,Man,Colombia,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,25K - 50K,Other
5751,40-44,Man,United States of America,Master’s degree,Data Analyst,Retail/Sales,Sin experiencia,50K - 100K,Other
5753,50-54,Woman,Netherlands,Master’s degree,Data Analyst,Accounting/Finance,Senior+,100K - 200K,Coursera
5753,50-54,Woman,Netherlands,Master’s degree,Data Analyst,Accounting/Finance,Senior+,100K - 200K,edX
5753,50-54,Woman,Netherlands,Master’s degree,Data Analyst,Accounting/Finance,Senior+,100K - 200K,Kaggle Learn Courses
5784,30-34,Man,United States of America,Bachelor’s degree,Business Analyst,Broadcasting/Communications,Junior,50K - 100K,Kaggle Learn Courses
5784,30-34,Man,United States of America,Bachelor’s degree,Business Analyst,Broadcasting/Communications,Junior,50K - 100K,Udemy
5803,25-29,Man,Other,Professional doctorate,Data Analyst,Non-profit/Service,Junior,< 25K,Kaggle Learn Courses
5803,25-29,Man,Other,Professional doctorate,Data Analyst,Non-profit/Service,Junior,< 25K,LinkedIn Learning
5803,25-29,Man,Other,Professional doctorate,Data Analyst,Non-profit/Service,Junior,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
5841,25-29,Man,Portugal,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,edX
5841,25-29,Man,Portugal,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Udemy
5842,25-29,Woman,Russia,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Other
5847,30-34,Man,Peru,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 25K,Coursera
5847,30-34,Man,Peru,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 25K,Kaggle Learn Courses
5847,30-34,Man,Peru,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 25K,Udemy
5875,30-34,Man,Russia,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Coursera
5903,25-29,Man,India,Bachelor’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Kaggle Learn Courses
5903,25-29,Man,India,Bachelor’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,DataCamp
5914,22-24,Man,Nigeria,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Coursera
5914,22-24,Man,Nigeria,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Kaggle Learn Courses
5914,22-24,Man,Nigeria,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,DataCamp
5914,22-24,Man,Nigeria,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Udacity
5918,30-34,Woman,Ireland,Bachelor’s degree,Business Analyst,Shipping/Transportation,Junior,< 25K,edX
5918,30-34,Woman,Ireland,Bachelor’s degree,Business Analyst,Shipping/Transportation,Junior,< 25K,Kaggle Learn Courses
5918,30-34,Woman,Ireland,Bachelor’s degree,Business Analyst,Shipping/Transportation,Junior,< 25K,LinkedIn Learning
5922,45-49,Man,Spain,Doctoral degree,Business Analyst,Energy/Mining,Senior+,50K - 100K,Coursera
5922,45-49,Man,Spain,Doctoral degree,Business Analyst,Energy/Mining,Senior+,50K - 100K,Kaggle Learn Courses
5922,45-49,Man,Spain,Doctoral degree,Business Analyst,Energy/Mining,Senior+,50K - 100K,Other
5954,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,50K - 100K,Coursera
5954,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,50K - 100K,LinkedIn Learning
5954,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,50K - 100K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
5954,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,50K - 100K,University Courses (resulting in a university degree)
5975,25-29,Woman,Other,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,Coursera
5975,25-29,Woman,Other,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,edX
5975,25-29,Woman,Other,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,Kaggle Learn Courses
5975,25-29,Woman,Other,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,DataCamp
5975,25-29,Woman,Other,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,Udemy
5975,25-29,Woman,Other,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,LinkedIn Learning
5996,45-49,Man,Nigeria,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior+,< 25K,Kaggle Learn Courses
5996,45-49,Man,Nigeria,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior+,< 25K,DataCamp
5997,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Coursera
5997,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Kaggle Learn Courses
6010,40-44,Man,Peru,Bachelor’s degree,Data Analyst,Academics/Education,Senior+,< 25K,Other
6023,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Kaggle Learn Courses
6023,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,University Courses (resulting in a university degree)
6034,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Coursera
6034,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Udemy
6034,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
6034,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,University Courses (resulting in a university degree)
6044,30-34,Man,Philippines,Bachelor’s degree,Business Analyst,Non-profit/Service,Sin experiencia,< 25K,Other
6057,35-39,Man,Turkey,Doctoral degree,Data Analyst,Military/Security/Defense,Senior,< 25K,Udemy
6057,35-39,Man,Turkey,Doctoral degree,Data Analyst,Military/Security/Defense,Senior,< 25K,University Courses (resulting in a university degree)
6064,45-49,Man,Singapore,Master’s degree,Data Analyst,Government/Public Service,Mid,50K - 100K,Coursera
6064,45-49,Man,Singapore,Master’s degree,Data Analyst,Government/Public Service,Mid,50K - 100K,Kaggle Learn Courses
6064,45-49,Man,Singapore,Master’s degree,Data Analyst,Government/Public Service,Mid,50K - 100K,Udemy
6064,45-49,Man,Singapore,Master’s degree,Data Analyst,Government/Public Service,Mid,50K - 100K,University Courses (resulting in a university degree)
6078,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Coursera
6078,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,edX
6078,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Kaggle Learn Courses
6078,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,DataCamp
6078,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Udacity
6078,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Udemy
6078,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,LinkedIn Learning
6079,22-24,Man,China,Professional doctorate,Business Analyst,Broadcasting/Communications,Mid,< 25K,edX
6092,50-54,Man,Spain,Doctoral degree,Data Analyst,Academics/Education,Senior+,50K - 100K,Coursera
6092,50-54,Man,Spain,Doctoral degree,Data Analyst,Academics/Education,Senior+,50K - 100K,University Courses (resulting in a university degree)
6098,45-49,Man,India,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Udemy
6098,45-49,Man,India,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Other
6103,22-24,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,University Courses (resulting in a university degree)
6103,22-24,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Other
6136,40-44,Man,Kazakhstan,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Udemy
6146,25-29,Woman,China,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,LinkedIn Learning
6146,25-29,Woman,China,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,University Courses (resulting in a university degree)
6151,30-34,Man,Ukraine,No formal education past high school,Data Analyst,Retail/Sales,Junior,< 25K,Coursera
6151,30-34,Man,Ukraine,No formal education past high school,Data Analyst,Retail/Sales,Junior,< 25K,Udemy
6153,45-49,Man,United States of America,Master’s degree,Business Analyst,Energy/Mining,Junior,> 200K,Coursera
6153,45-49,Man,United States of America,Master’s degree,Business Analyst,Energy/Mining,Junior,> 200K,DataCamp
6157,35-39,Man,Other,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Coursera
6157,35-39,Man,Other,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Kaggle Learn Courses
6157,35-39,Man,Other,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,DataCamp
6157,35-39,Man,Other,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Udemy
6157,35-39,Man,Other,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Other
6167,30-34,Woman,France,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,edX
6167,30-34,Woman,France,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,DataCamp
6167,30-34,Woman,France,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Udemy
6167,30-34,Woman,France,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,LinkedIn Learning
6167,30-34,Woman,France,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
6169,40-44,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,25K - 50K,Coursera
6169,40-44,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,25K - 50K,Other
6177,25-29,Man,Poland,Master’s degree,Data Analyst,Shipping/Transportation,Mid,50K - 100K,Coursera
6177,25-29,Man,Poland,Master’s degree,Data Analyst,Shipping/Transportation,Mid,50K - 100K,edX
6177,25-29,Man,Poland,Master’s degree,Data Analyst,Shipping/Transportation,Mid,50K - 100K,Udemy
6193,25-29,Man,India,Master’s degree,Business Analyst,Energy/Mining,Junior,< 25K,University Courses (resulting in a university degree)
6196,35-39,Woman,United States of America,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,50K - 100K,Coursera
6196,35-39,Woman,United States of America,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,50K - 100K,edX
6196,35-39,Woman,United States of America,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,50K - 100K,Kaggle Learn Courses
6196,35-39,Woman,United States of America,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,50K - 100K,DataCamp
6196,35-39,Woman,United States of America,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,50K - 100K,Udacity
6196,35-39,Woman,United States of America,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,50K - 100K,LinkedIn Learning
6200,25-29,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Coursera
6200,25-29,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
6204,45-49,Man,United States of America,Master’s degree,Business Analyst,Accounting/Finance,Senior+,100K - 200K,Coursera
6204,45-49,Man,United States of America,Master’s degree,Business Analyst,Accounting/Finance,Senior+,100K - 200K,DataCamp
6204,45-49,Man,United States of America,Master’s degree,Business Analyst,Accounting/Finance,Senior+,100K - 200K,Udemy
6206,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Other
6226,40-44,Man,Canada,Master’s degree,Business Analyst,Insurance/Risk Assessment,Junior,25K - 50K,Coursera
6226,40-44,Man,Canada,Master’s degree,Business Analyst,Insurance/Risk Assessment,Junior,25K - 50K,Udemy
6226,40-44,Man,Canada,Master’s degree,Business Analyst,Insurance/Risk Assessment,Junior,25K - 50K,LinkedIn Learning
6238,18-21,Man,India,No formal education past high school,Data Analyst,Energy/Mining,Mid,< 25K,Coursera
6238,18-21,Man,India,No formal education past high school,Data Analyst,Energy/Mining,Mid,< 25K,Kaggle Learn Courses
6246,40-44,Man,Japan,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K,Udemy
6264,35-39,Man,Nigeria,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 25K,Coursera
6264,35-39,Man,Nigeria,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 25K,edX
6264,35-39,Man,Nigeria,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 25K,Kaggle Learn Courses
6264,35-39,Man,Nigeria,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 25K,Udemy
6275,40-44,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Mid,25K - 50K,Udemy
6275,40-44,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Mid,25K - 50K,Other
6285,22-24,Man,India,Master’s degree,Business Analyst,Online Service/Internet-based Services,Senior,< 25K,Coursera
6285,22-24,Man,India,Master’s degree,Business Analyst,Online Service/Internet-based Services,Senior,< 25K,Kaggle Learn Courses
6285,22-24,Man,India,Master’s degree,Business Analyst,Online Service/Internet-based Services,Senior,< 25K,Udemy
6285,22-24,Man,India,Master’s degree,Business Analyst,Online Service/Internet-based Services,Senior,< 25K,LinkedIn Learning
6308,22-24,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Coursera
6308,22-24,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Kaggle Learn Courses
6308,22-24,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Fast.ai
6308,22-24,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Udemy
6308,22-24,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,LinkedIn Learning
6308,22-24,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
6314,30-34,Man,Nigeria,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,Coursera
6314,30-34,Man,Nigeria,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,Kaggle Learn Courses
6314,30-34,Man,Nigeria,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,Udacity
6314,30-34,Man,Nigeria,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,Udemy
6314,30-34,Man,Nigeria,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
6316,35-39,Man,Other,Master’s degree,Business Analyst,Computers/Technology,Mid,< 25K,Coursera
6316,35-39,Man,Other,Master’s degree,Business Analyst,Computers/Technology,Mid,< 25K,Kaggle Learn Courses
6316,35-39,Man,Other,Master’s degree,Business Analyst,Computers/Technology,Mid,< 25K,DataCamp
6316,35-39,Man,Other,Master’s degree,Business Analyst,Computers/Technology,Mid,< 25K,Udacity
6317,35-39,Man,Germany,Master’s degree,Data Analyst,Retail/Sales,Senior,25K - 50K,Udemy
6317,35-39,Man,Germany,Master’s degree,Data Analyst,Retail/Sales,Senior,25K - 50K,University Courses (resulting in a university degree)
6320,45-49,Man,Belgium,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior+,50K - 100K,Coursera
6320,45-49,Man,Belgium,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior+,50K - 100K,DataCamp
6323,30-34,Man,South Korea,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,edX
6323,30-34,Man,South Korea,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,LinkedIn Learning
6329,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Coursera
