index,time,age,gender
5712,386,22-24,Man
5713,948,50-54,Man
5714,1550,40-44,Man
5715,223,30-34,Man
5716,595,18-21,Man
5717,1863,18-21,Man
5718,1218,25-29,Man
5719,422,30-34,Man
5720,495,30-34,Woman
5721,1137,30-34,Woman
5722,668,50-54,Man
5723,606,25-29,Woman
5724,535,25-29,Man
5725,413,35-39,Man
5726,556,35-39,Man
5727,288,18-21,Man
5728,589,22-24,Man
5729,159,18-21,Man
5730,438,25-29,Man
5731,1008,55-59,Woman
5732,363,45-49,Man
5733,561,30-34,Man
5734,734,45-49,Man
5735,544,18-21,Man
5736,442,30-34,Woman
5737,434,18-21,Man
5738,511,25-29,Man
5739,537,30-34,Man
5740,953,45-49,Man
5741,679,25-29,Man
5742,1171,30-34,Woman
5743,656,22-24,Man
5744,858,25-29,Man
5745,651,30-34,Man
5746,581,30-34,Man
5747,630,30-34,Man
5748,732,30-34,Man
5749,1134,40-44,Man
5750,650,25-29,Man
5751,334,40-44,Man
5752,505,22-24,Woman
5753,506,50-54,Woman
5754,351,18-21,Man
5755,670,22-24,Man
5756,1154,35-39,Woman
5757,457,25-29,Man
5758,1085,25-29,Man
5759,1428,18-21,Man
5760,163,18-21,Man
5761,639,18-21,Woman
5762,258,22-24,Woman
5763,1281,35-39,Man
5764,14066,22-24,Man
5765,721,25-29,Man
5766,774,25-29,Man
5767,639,22-24,Man
5768,1541,18-21,Man
5769,254,22-24,Woman
5770,1457,30-34,Man
5771,355,30-34,Man
5772,680,40-44,Man
5773,13360,25-29,Woman
5774,826,18-21,Man
5775,246,18-21,Man
5776,329,25-29,Woman
5777,2773,35-39,Woman
5778,944,25-29,Man
5779,152,22-24,Man
5780,792,22-24,Man
5781,627,25-29,Woman
5782,1258,45-49,Man
5783,904,25-29,Man
5784,531,30-34,Man
5785,372,18-21,Man
5786,123,25-29,Man
5787,8898,35-39,Man
5788,910,25-29,Woman
5789,438,22-24,Woman
5790,1185,30-34,Man
5791,603,22-24,Man
5792,412,22-24,Man
5793,598,45-49,Man
5794,546,18-21,Man
5795,210854,22-24,Man
5796,348,40-44,Man
5797,847,35-39,Man
5798,461,35-39,Man
5799,19502,25-29,Man
5800,1129,50-54,Man
5801,812,25-29,Man
5802,499,25-29,Man
5803,799,25-29,Man
5804,518,18-21,Man
5805,571,18-21,Man
5806,819,22-24,Man
5807,224,22-24,Woman
5808,591,25-29,Man
5809,325,25-29,Man
5810,326,22-24,Man
5811,1090,22-24,Man
5812,466,18-21,Man
5813,1391,25-29,Man
5814,513,22-24,Man
5815,1051,45-49,Man
5816,396,25-29,Woman
5817,3417,22-24,Man
5818,6115,25-29,Man
5819,405095,22-24,Man
5820,216,18-21,Man
5821,231,22-24,Man
5822,415,22-24,Woman
5823,1065,35-39,Man
5824,4919,35-39,Man
5825,208,22-24,Man
5826,627,22-24,Man
5827,22287,22-24,Woman
5828,287,25-29,Man
5829,476,22-24,Man
5830,532,30-34,Man
5831,586,22-24,Man
5832,564,22-24,Man
5833,671,25-29,Woman
5834,12841,25-29,Man
5835,25155,35-39,Man
5836,962,22-24,Woman
5837,347,25-29,Man
5838,1729,22-24,Man
5839,1241,40-44,Woman
5840,1171,25-29,Man
5841,370,25-29,Man
5842,408,25-29,Woman
5843,555,35-39,Man
5844,4472,30-34,Man
5845,467,45-49,Man
5846,1934,30-34,Man
5847,626,30-34,Man
5848,543,22-24,Man
5849,739,35-39,Man
5850,721,22-24,Man
5851,789,45-49,Man
5852,1032,30-34,Man
5853,6179,25-29,Man
5854,1025,60-69,Man
5855,1111,45-49,Man
5856,569,25-29,Man
5857,30180,50-54,Man
5858,1291,22-24,Woman
5859,712,50-54,Man
5860,757,22-24,Man
5861,6730,22-24,Man
5862,767,25-29,Man
5863,505,18-21,Woman
5864,314,40-44,Man
5865,601,22-24,Man
5866,326,22-24,Man
5867,4582,45-49,Woman
5868,826,60-69,Man
5869,374,25-29,Woman
5870,1354,60-69,Man
5871,1073,35-39,Man
5872,225,18-21,Man
5873,574,22-24,Man
5874,663,25-29,Woman
5875,526,30-34,Man
5876,1223,45-49,Man
5877,769,18-21,Nonbinary
5878,583,18-21,Man
5879,895,18-21,Woman
5880,4164,35-39,Man
5881,691,18-21,Man
5882,1040,50-54,Man
5883,280,18-21,Woman
5884,618,22-24,Man
5885,485,25-29,Man
5886,320,18-21,Man
5887,787,35-39,Man
5888,928,18-21,Woman
5889,1348,18-21,Man
5890,2506,35-39,Man
5891,306,18-21,Woman
5892,538,22-24,Man
5893,566,40-44,Man
5894,520,25-29,Woman
5895,1327,30-34,Man
5896,850,25-29,Man
5897,248,22-24,Man
5898,749,30-34,Man
5899,204,22-24,Woman
5900,90312,18-21,Man
5901,914,18-21,Man
5902,1138,30-34,Man
5903,3629,25-29,Man
5904,1017,50-54,Man
5905,587,22-24,Woman
5906,719,60-69,Man
5907,808,35-39,Man
5908,621,40-44,Man
5909,455,22-24,Man
5910,727,35-39,Woman
5911,786,18-21,Man
5912,1067,18-21,Man
5913,863,22-24,Man
5914,473,22-24,Man
5915,12910,40-44,Man
5916,282,18-21,Woman
5917,457,35-39,Man
5918,1387,30-34,Woman
5919,565,50-54,Man
5920,1936,30-34,Man
5921,5288,22-24,Man
5922,1287,45-49,Man
5923,1045,40-44,Man
5924,219,22-24,Man
5925,559,22-24,Man
5926,1545,22-24,Man
5927,412,25-29,Man
5928,968,35-39,Man
5929,628,25-29,Man
5930,846,18-21,Woman
5931,3681,50-54,Man
5932,546,18-21,Man
5933,411,25-29,Woman
5934,521,30-34,Man
5935,724,25-29,Man
5936,694,45-49,Man
5937,1393,35-39,Man
5938,2636,30-34,Man
5939,979,30-34,Man
5940,8709,18-21,Man
5941,464,22-24,Man
5942,610,18-21,Man
5943,564,22-24,Man
5944,354,22-24,Woman
5945,543,30-34,Man
5946,765,30-34,Man
5947,692,50-54,Man
5948,1028,22-24,Man
5949,333,25-29,Woman
5950,170,30-34,Man
5951,596,45-49,Man
5952,7708,35-39,Man
5953,706,30-34,Man
5954,615,25-29,Man
5955,528,25-29,Man
5956,489,60-69,Man
5957,377,18-21,Man
5958,606,22-24,Man
5959,378,35-39,Man
5960,1012,45-49,Woman
5961,232,25-29,Man
5962,845,25-29,Prefer not to say
5963,769,18-21,Man
5964,680,35-39,Man
5965,1071,30-34,Man
5966,801,30-34,Man
5967,622,22-24,Man
5968,832,18-21,Man
5969,595,60-69,Man
5970,400,30-34,Woman
5971,564,30-34,Woman
5972,343,22-24,Woman
5973,593,18-21,Man
5974,305,30-34,Woman
5975,2274,25-29,Woman
5976,881,40-44,Man
5977,1497,45-49,Man
5978,666,40-44,Man
5979,461,18-21,Man
5980,3082,40-44,Man
5981,289,22-24,Man
5982,627,18-21,Man
5983,400,25-29,Man
5984,26902,30-34,Woman
5985,9286,30-34,Man
5986,8801,18-21,Man
5987,227,18-21,Woman
5988,668,22-24,Man
5989,150,30-34,Woman
5990,431,22-24,Woman
5991,1283,25-29,Man
5992,724,35-39,Man
5993,941,55-59,Man
5994,437,35-39,Man
5995,479,18-21,Man
5996,1204,45-49,Man
5997,679,18-21,Man
5998,683,40-44,Man
5999,1064,18-21,Man
6000,369,18-21,Man
6001,243,18-21,Man
6002,1136,35-39,Man
6003,495,30-34,Man
6004,926,35-39,Man
6005,438,25-29,Man
6006,368,18-21,Man
6007,1668,50-54,Man
6008,410,22-24,Man
6009,672,18-21,Man
6010,2083,40-44,Man
6011,9713,22-24,Man
6012,1949,18-21,Man
6013,648,25-29,Man
6014,323,18-21,Man
6015,4207,18-21,Woman
6016,647,30-34,Man
6017,585,30-34,Man
6018,921,35-39,Man
6019,650,25-29,Man
6020,510,18-21,Man
6021,1069,25-29,Man
6022,1233,25-29,Woman
6023,488,18-21,Man
6024,331,25-29,Man
6025,728,18-21,Man
6026,213,22-24,Man
6027,262,18-21,Woman
6028,996,50-54,Man
6029,467,18-21,Man
6030,468,25-29,Man
6031,5834,40-44,Man
6032,960,22-24,Man
6033,533,18-21,Woman
6034,768,22-24,Man
6035,685,40-44,Woman
6036,492,70+,Man
6037,325,30-34,Man
6038,1637,18-21,Woman
6039,457,60-69,Man
6040,608,25-29,Man
6041,307,18-21,Man
6042,474,35-39,Man
6043,486,30-34,Man
6044,503,30-34,Man
6045,437,22-24,Man
6046,4928,25-29,Man
6047,527,18-21,Man
6048,479,55-59,Man
6049,367,25-29,Man
6050,384,22-24,Man
6051,521,30-34,Man
6052,510,25-29,Man
6053,1246,25-29,Man
6054,1437,50-54,Man
6055,2763,18-21,Man
6056,231,30-34,Man
6057,524,35-39,Man
6058,517,18-21,Woman
6059,456,30-34,Man
6060,657,35-39,Man
6061,552,35-39,Man
6062,180,18-21,Man
6063,817,35-39,Prefer not to say
6064,623,45-49,Man
6065,448,25-29,Man
6066,9137,45-49,Man
6067,512,22-24,Man
6068,322,18-21,Man
6069,473,45-49,Man
6070,709,30-34,Woman
6071,1269,25-29,Man
6072,630,18-21,Woman
6073,1603,55-59,Man
6074,997,35-39,Man
6075,170,18-21,Man
6076,104307,25-29,Man
6077,90378,40-44,Man
6078,709,22-24,Man
6079,413,22-24,Man
6080,715,35-39,Man
6081,1244,22-24,Man
6082,331,18-21,Man
6083,215,50-54,Man
6084,221,18-21,Woman
6085,431,18-21,Man
6086,665,25-29,Woman
6087,733,30-34,Man
6088,907,45-49,Woman
6089,586,18-21,Man
6090,590,22-24,Man
6091,1047,40-44,Man
6092,713,50-54,Man
6093,1378,22-24,Man
6094,535,35-39,Man
6095,610,30-34,Woman
6096,420,30-34,Man
6097,339,22-24,Man
6098,1128,45-49,Man
6099,716,50-54,Man
6100,549,22-24,Woman
6101,581,30-34,Man
6102,425,22-24,Man
6103,561,22-24,Man
6104,1183,22-24,Man
6105,615,40-44,Man
6106,4229,45-49,Man
6107,663,35-39,Woman
6108,1467,25-29,Man
6109,652,40-44,Man
6110,607,18-21,Man
6111,875,40-44,Man
6112,366,22-24,Man
6113,1064,25-29,Man
6114,741,25-29,Man
6115,669,35-39,Prefer not to say
6116,2306,60-69,Man
6117,2672,30-34,Man
6118,360,30-34,Man
6119,1577,45-49,Man
6120,821,30-34,Man
6121,623,22-24,Woman
6122,2682,30-34,Man
6123,802,30-34,Man
6124,696,22-24,Man
6125,803,30-34,Man
6126,691,18-21,Woman
6127,191,18-21,Man
6128,601,50-54,Man
6129,772,50-54,Man
6130,556,22-24,Man
6131,1015,30-34,Man
6132,468192,35-39,Man
6133,512,18-21,Man
6134,543,25-29,Man
6135,308,18-21,Man
6136,634,40-44,Man
6137,433,45-49,Man
6138,241508,35-39,Woman
6139,458,25-29,Man
6140,366,18-21,Man
6141,11174,22-24,Man
6142,797,60-69,Man
6143,371,40-44,Man
6144,541,35-39,Woman
6145,2553,25-29,Woman
6146,601,25-29,Woman
6147,495734,55-59,Man
6148,676,22-24,Man
6149,2922,18-21,Man
6150,577,50-54,Man
6151,536,30-34,Man
6152,464,35-39,Man
6153,370,45-49,Man
6154,437,50-54,Man
6155,1325,25-29,Man
6156,1563,40-44,Man
6157,917,35-39,Man
6158,1275,45-49,Prefer not to say
6159,389,30-34,Woman
6160,2542,50-54,Man
6161,2873,22-24,Woman
6162,345,35-39,Man
6163,2338,30-34,Man
6164,136,22-24,Man
6165,559,25-29,Woman
6166,15754,25-29,Man
6167,1049,30-34,Woman
6168,763,22-24,Man
6169,699,40-44,Man
6170,531,70+,Man
6171,449,18-21,Man
6172,419,18-21,Man
6173,270,18-21,Woman
6174,575,18-21,Man
6175,741,18-21,Man
6176,3097,25-29,Man
6177,38322,25-29,Man
6178,268,25-29,Man
6179,743,18-21,Man
6180,2659,35-39,Woman
6181,322,18-21,Man
6182,560,25-29,Man
6183,1987,45-49,Man
6184,214,18-21,Woman
6185,672,35-39,Man
6186,385,18-21,Man
6187,798,50-54,Man
6188,1633,18-21,Man
6189,1377,35-39,Woman
6190,781427,45-49,Man
6191,574,18-21,Man
6192,351,22-24,Man
6193,892,25-29,Man
6194,1411,35-39,Woman
6195,822,22-24,Woman
6196,601,35-39,Woman
6197,120,18-21,Woman
6198,462942,25-29,Man
6199,873,18-21,Woman
6200,1283,25-29,Man
6201,402,18-21,Woman
6202,178,18-21,Man
6203,1299,45-49,Man
6204,859,45-49,Man
6205,474,35-39,Man
6206,640,22-24,Man
6207,1193,35-39,Man
6208,504,40-44,Man
6209,367,22-24,Man
6210,287,35-39,Woman
6211,999,45-49,Woman
6212,629,40-44,Man
6213,672,35-39,Man
6214,1356,22-24,Man
6215,826,18-21,Man
6216,709,22-24,Man
6217,760,55-59,Man
6218,786,25-29,Man
6219,187,22-24,Man
6220,476,25-29,Man
6221,1373,22-24,Woman
6222,701,22-24,Man
6223,323,22-24,Man
6224,2016,50-54,Man
6225,342,40-44,Man
6226,777,40-44,Man
6227,421,22-24,Man
6228,241,22-24,Man
6229,1311,35-39,Man
6230,438,45-49,Man
6231,270,30-34,Woman
6232,503,35-39,Woman
6233,236,25-29,Man
6234,939,30-34,Man
6235,2488653,60-69,Man
6236,570,40-44,Man
6237,569,40-44,Man
6238,415,18-21,Man
6239,378967,35-39,Man
6240,591,35-39,Man
6241,904,50-54,Man
6242,14236,22-24,Woman
6243,512,25-29,Man
6244,1252,30-34,Man
6245,699,30-34,Woman
6246,1431,40-44,Man
6247,17237,50-54,Man
6248,169,25-29,Man
6249,304,18-21,Man
6250,838,30-34,Woman
6251,588,22-24,Man
6252,706,22-24,Man
6253,1112961,18-21,Man
6254,859,55-59,Woman
6255,405,18-21,Man
6256,592,40-44,Man
6257,228,18-21,Man
6258,606,45-49,Man
6259,325,25-29,Man
6260,647,22-24,Man
6261,12298,45-49,Man
6262,567,40-44,Woman
6263,157,22-24,Man
6264,1442,35-39,Man
6265,648,35-39,Woman
6266,2280,25-29,Man
6267,489,30-34,Man
6268,1211,40-44,Man
6269,607,25-29,Man
6270,633,18-21,Man
6271,4776,22-24,Man
6272,593,25-29,Man
6273,71520,18-21,Man
6274,445,22-24,Man
6275,786,40-44,Man
6276,426,18-21,Man
6277,1459,22-24,Woman
6278,861,22-24,Man
6279,429,18-21,Woman
6280,651,30-34,Man
6281,732,40-44,Woman
6282,375,22-24,Man
6283,690,22-24,Man
6284,608,45-49,Man
6285,2580,22-24,Man
6286,252,25-29,Woman
6287,587,35-39,Man
6288,370,18-21,Man
6289,21479,45-49,Prefer not to say
6290,342,18-21,Prefer not to say
6291,285,22-24,Man
6292,1350,45-49,Man
6293,252,50-54,Man
6294,823,18-21,Woman
6295,741,25-29,Man
6296,1315,30-34,Man
6297,568,40-44,Man
6298,514,50-54,Woman
6299,5898,30-34,Man
6300,168,18-21,Man
6301,780,35-39,Man
6302,446,18-21,Man
6303,503,22-24,Man
6304,278,22-24,Man
6305,593,18-21,Man
6306,1430,22-24,Man
6307,8043,70+,Woman
6308,328,22-24,Man
6309,481,22-24,Prefer not to say
6310,7197,25-29,Man
6311,620,50-54,Man
6312,561,30-34,Man
6313,704,35-39,Man
6314,1667,30-34,Man
6315,282,18-21,Woman
6316,1319,35-39,Man
6317,738,35-39,Man
6318,1686,30-34,Woman
6319,210,22-24,Woman
6320,418,45-49,Man
6321,441,22-24,Man
6322,253,30-34,Man
6323,205,30-34,Man
6324,650,22-24,Man
6325,228,25-29,Man
6326,720,25-29,Man
6327,2420,22-24,Man
6328,854,18-21,Man
6329,476,22-24,Man
6330,815,18-21,Man
6331,401,22-24,Man
6332,584,25-29,Man
6333,2727,35-39,Man
6334,949,18-21,Woman
6335,557,18-21,Woman
6336,590,22-24,Man
6337,204,18-21,Woman
6338,264,22-24,Man
6339,711,22-24,Woman
6340,383,25-29,Man
6341,253,18-21,Woman
6342,962,45-49,Man
6343,401,60-69,Man
6344,1066,35-39,Man
6345,592,35-39,Man
6346,6691,35-39,Man
6347,2868,30-34,Man
6348,477,22-24,Man
6349,613,40-44,Man
6350,531,22-24,Man
6351,1205,22-24,Man
6352,181,22-24,Man
6353,823,40-44,Man
6354,1022,22-24,Man
6355,1833,60-69,Man
6356,678,22-24,Man
6357,809,25-29,Woman
6358,1539,18-21,Man
6359,489,25-29,Man
6360,168,22-24,Man
6361,6856,22-24,Woman
6362,170,30-34,Man
6363,579,18-21,Man
6364,497,30-34,Man
6365,1576,18-21,Man
6366,1175,25-29,Man
6367,1065,45-49,Man
6368,2071,25-29,Man
6369,643,35-39,Man
6370,859,22-24,Woman
6371,549,22-24,Man
6372,147,22-24,Woman
6373,630,22-24,Man
6374,250,30-34,Man
6375,937,25-29,Man
6376,663,30-34,Man
6377,420,18-21,Man
6378,412,25-29,Man
6379,197,18-21,Man
6380,351,18-21,Woman
6381,5684,22-24,Woman
6382,593,18-21,Man
6383,1127,18-21,Woman
6384,168,18-21,Man
6385,901,18-21,Man
6386,825,22-24,Man
6387,853,22-24,Woman
6388,1045,22-24,Woman
6389,217,18-21,Woman
6390,903,30-34,Man
6391,381,18-21,Woman
6392,774,25-29,Man
6393,844,45-49,Man
6394,501,25-29,Man
6395,303,25-29,Man
6396,846,50-54,Man
6397,15196,18-21,Man
6398,1002,60-69,Man
6399,412,25-29,Man
6400,1079,45-49,Man
6401,748,30-34,Man
6402,1464,18-21,Woman
6403,322,22-24,Man
6404,933,30-34,Man
6405,379,18-21,Man
6406,608113,30-34,Man
6407,2731,35-39,Man
6408,2194,18-21,Woman
6409,516,35-39,Man
6410,316,22-24,Man
6411,755,35-39,Man
6412,718,22-24,Prefer not to say
6413,3885,30-34,Nonbinary
6414,144,30-34,Woman
6415,1310,18-21,Man
6416,1294,50-54,Man
6417,195,18-21,Man
6418,929,35-39,Man
6419,233,18-21,Man
6420,690,18-21,Man
6421,1051,25-29,Woman
6422,653,25-29,Man
6423,4031,22-24,Man
6424,533,18-21,Prefer not to say
6425,593,30-34,Man
6426,434,22-24,Man
6427,1206,22-24,Man
6428,611,22-24,Man
6429,172203,25-29,Man
6430,835,25-29,Man
6431,274,18-21,Man
6432,530,22-24,Man
6433,455,22-24,Man
6434,742,18-21,Man
6435,651,25-29,Man
6436,2107,25-29,Woman
6437,1039,30-34,Man
6438,497,18-21,Man
6439,1907,22-24,Man
6440,527,22-24,Woman
6441,673,30-34,Man
6442,284,18-21,Man
6443,754,18-21,Woman
6444,645,25-29,Man
6445,769,22-24,Woman
6446,843,25-29,Woman
6447,11960,22-24,Man
6448,839,22-24,Woman
6449,665,50-54,Man
6450,712,22-24,Man
6451,808,45-49,Man
6452,842,45-49,Man
6453,600,40-44,Woman
6454,783,35-39,Man
6455,565,25-29,Man
6456,2066,25-29,Man
6457,876,25-29,Man
6458,781,30-34,Man
6459,464,45-49,Man
6460,643,22-24,Man
6461,263,40-44,Man
6462,154020,35-39,Man
6463,723,50-54,Woman
6464,1116,45-49,Man
6465,7424,18-21,Prefer to self-describe
6466,292,22-24,Woman
6467,361,35-39,Man
6468,1915,55-59,Man
6469,227,30-34,Man
6470,234,18-21,Man
6471,610,25-29,Man
6472,933,25-29,Man
6473,13223,30-34,Man
6474,350,22-24,Man
6475,44647,18-21,Woman
6476,1348,40-44,Woman
6477,404,40-44,Man
6478,577,22-24,Woman
6479,192,30-34,Man
6480,596,35-39,Man
6481,588,18-21,Man
6482,716,45-49,Woman
6483,376,18-21,Woman
6484,596,25-29,Woman
6485,128,18-21,Man
6486,1672,18-21,Man
6487,536,35-39,Man
6488,1393,30-34,Man
6489,509,22-24,Man
6490,3195,50-54,Man
6491,485,18-21,Man
6492,568,35-39,Man
6493,946,25-29,Man
6494,1496,45-49,Man
6495,1091,50-54,Man
6496,1218,50-54,Man
6497,385,40-44,Man
6498,243,45-49,Man
6499,367,30-34,Man
6500,440,22-24,Man
6501,197,25-29,Man
6502,1203,50-54,Man
6503,406,22-24,Man
6504,454,35-39,Man
6505,613,25-29,Man
6506,756,22-24,Man
6507,1562,25-29,Man
6508,1181,18-21,Man
6509,648,30-34,Man
6510,658,18-21,Man
6511,1337,30-34,Woman
6512,843,40-44,Man
6513,2889,22-24,Man
6514,475,45-49,Man
6515,141,40-44,Woman
6516,532,25-29,Man
6517,725,25-29,Man
6518,3441,35-39,Man
6519,671,40-44,Woman
6520,186,18-21,Woman
6521,569,18-21,Woman
6522,592,25-29,Man
6523,364,18-21,Woman
6524,269,25-29,Man
6525,8768,22-24,Woman
6526,811,18-21,Man
6527,469,35-39,Man
6528,5644,25-29,Woman
6529,1831,60-69,Woman
6530,736,50-54,Man
6531,1908,22-24,Man
6532,863,30-34,Man
6533,800,35-39,Man
6534,1059,70+,Man
6535,939,55-59,Woman
6536,827,45-49,Man
6537,2547,35-39,Man
6538,178,18-21,Man
6539,386,30-34,Man
6540,356,35-39,Man
6541,438,18-21,Man
6542,581,30-34,Man
6543,25284,18-21,Man
6544,259,18-21,Man
6545,541,30-34,Man
6546,1442,25-29,Man
6547,1704,40-44,Woman
6548,750,45-49,Man
6549,3415,22-24,Man
6550,268,25-29,Man
6551,159,22-24,Man
6552,653,25-29,Man
6553,676,22-24,Woman
6554,1572,18-21,Nonbinary
6555,1443,50-54,Man
6556,463,35-39,Man
6557,180,30-34,Man
6558,431,18-21,Man
6559,2017,22-24,Man
6560,816,22-24,Man
6561,413,30-34,Man
6562,743,55-59,Woman
6563,196,55-59,Man
6564,687,35-39,Man
6565,353,22-24,Man
6566,444,18-21,Woman
6567,273,18-21,Man
6568,583,30-34,Man
6569,346,25-29,Man
6570,533,18-21,Man
6571,564,18-21,Man
6572,166,35-39,Man
6573,204,22-24,Man
6574,615,50-54,Man
6575,413,22-24,Man
6576,642,30-34,Man
6577,755,18-21,Man
6578,514,22-24,Man
6579,652,40-44,Man
6580,981,45-49,Man
6581,933,45-49,Man
6582,1039,25-29,Man
6583,448,30-34,Man
6584,1211,45-49,Man
6585,1034,25-29,Man
6586,337,18-21,Man
6587,1190,30-34,Man
6588,219,55-59,Man
6589,343,35-39,Man
6590,9844,25-29,Man
6591,1172,40-44,Man
6592,4453,25-29,Man
6593,323,18-21,Man
6594,792,45-49,Man
6595,378,45-49,Woman
6596,619,50-54,Man
6597,281,25-29,Man
6598,1071,55-59,Man
6599,972,35-39,Man
6600,453,25-29,Man
6601,7115,55-59,Man
6602,276,18-21,Man
6603,871,22-24,Man
6604,358,18-21,Man
6605,822,22-24,Man
6606,491,25-29,Man
6607,341,30-34,Man
6608,461,35-39,Man
6609,1477,25-29,Man
6610,564,18-21,Woman
6611,538,50-54,Woman
6612,33239,25-29,Man
6613,1146,18-21,Man
6614,359,18-21,Woman
6615,2692,18-21,Woman
6616,911,40-44,Woman
6617,1491,60-69,Man
6618,614,25-29,Woman
6619,587,35-39,Woman
6620,2136,25-29,Man
6621,1249,18-21,Man
6622,551,22-24,Woman
6623,323,22-24,Woman
6624,25234,50-54,Man
6625,610,40-44,Woman
6626,508,50-54,Man
6627,923,22-24,Man
6628,1028,30-34,Man
6629,486,55-59,Man
6630,394,22-24,Woman
6631,484,25-29,Man
6632,811,22-24,Man
6633,1417,60-69,Man
6634,1562,25-29,Man
6635,548,25-29,Woman
6636,1285,45-49,Woman
6637,637,40-44,Man
6638,914,50-54,Man
6639,485,22-24,Man
6640,249,18-21,Man
6641,740,22-24,Man
6642,751,25-29,Man
6643,527,25-29,Man
6644,681,22-24,Man
6645,3561,40-44,Man
6646,1225,60-69,Man
6647,3923,18-21,Man
6648,431,55-59,Man
6649,1384,18-21,Man
6650,724,25-29,Man
6651,312,30-34,Man
6652,849,30-34,Woman
6653,361,30-34,Woman
6654,2189,22-24,Woman
6655,736,30-34,Man
6656,196,25-29,Man
6657,518,25-29,Man
6658,478,30-34,Man
6659,460,18-21,Prefer to self-describe
6660,229648,18-21,Man
6661,530,30-34,Woman
6662,365,18-21,Man
6663,543,25-29,Man
6664,3396,40-44,Man
6665,994,40-44,Man
6666,181,35-39,Man
6667,159,18-21,Woman
6668,687,22-24,Man
6669,391,35-39,Man
6670,202,45-49,Man
6671,301,35-39,Woman
6672,220,18-21,Man
6673,277,35-39,Man
6674,583,35-39,Man
6675,826,18-21,Man
6676,1183,18-21,Man
6677,579,40-44,Man
6678,491,60-69,Woman
6679,409,18-21,Woman
6680,217,25-29,Man
6681,822,30-34,Woman
6682,936,35-39,Man
6683,823,50-54,Man
6684,8370,50-54,Man
6685,198,18-21,Man
6686,528,22-24,Man
6687,4688,35-39,Man
6688,426,30-34,Man
6689,505,35-39,Man
6690,2079,40-44,Man
6691,482,18-21,Man
6692,1166,45-49,Man
6693,407,22-24,Man
6694,380,25-29,Prefer not to say
6695,2788,35-39,Man
6696,472,25-29,Man
6697,434,45-49,Man
6698,377,30-34,Man
6699,509,25-29,Man
6700,383,22-24,Man
6701,704,18-21,Woman
6702,407,18-21,Man
6703,174,18-21,Man
6704,799,25-29,Man
6705,1179,45-49,Man
6706,420,18-21,Man
6707,1912,25-29,Prefer not to say
6708,924,22-24,Man
6709,427,50-54,Man
6710,522,22-24,Man
6711,594,55-59,Woman
6712,937,22-24,Man
6713,5025,25-29,Woman
6714,736,45-49,Woman
6715,402,22-24,Man
6716,582,30-34,Man
6717,870,30-34,Woman
6718,510,35-39,Man
6719,1687,45-49,Man
6720,952,45-49,Man
6721,705,55-59,Man
6722,639,25-29,Man
6723,764,30-34,Man
6724,600,18-21,Man
6725,730,22-24,Man
6726,432,35-39,Man
6727,404,35-39,Man
6728,703,22-24,Man
6729,453,25-29,Man
6730,727,18-21,Man
6731,225,25-29,Woman
6732,3068,18-21,Woman
6733,2123,60-69,Man
6734,499,25-29,Man
6735,1207,35-39,Man
6736,710,22-24,Man
6737,753,25-29,Woman
6738,419,40-44,Man
6739,761,25-29,Woman
6740,327,30-34,Man
6741,497,18-21,Man
6742,193,22-24,Woman
6743,343,22-24,Man
6744,1850,30-34,Man
6745,1129,30-34,Man
6746,487,25-29,Man
6747,11405,55-59,Man
6748,363,30-34,Man
6749,205,22-24,Man
6750,645,30-34,Man
6751,231,22-24,Man
6752,801,30-34,Man
6753,633,22-24,Man
6754,275,22-24,Man
6755,392,50-54,Man
6756,535,25-29,Woman
6757,7922,18-21,Man
6758,781,22-24,Man
6759,253,25-29,Man
6760,6654,35-39,Man
6761,781,25-29,Man
6762,417,22-24,Man
6763,1140,45-49,Man
6764,278,18-21,Man
6765,300,18-21,Man
6766,529,18-21,Man
6767,340,45-49,Woman
6768,261,22-24,Man
6769,3557,50-54,Woman
6770,145,25-29,Man
6771,7907,18-21,Man
6772,705,40-44,Man
6773,14724,40-44,Woman
6774,517,22-24,Man
6775,6729,18-21,Man
6776,398,18-21,Man
6777,482,18-21,Man
6778,281,25-29,Man
6779,300,18-21,Man
6780,270,22-24,Man
6781,674,25-29,Man
6782,1636,22-24,Man
6783,5993,50-54,Man
6784,655,45-49,Man
6785,266,18-21,Man
6786,1593,25-29,Man
6787,710,30-34,Man
6788,730,25-29,Man
6789,55020,45-49,Man
6790,237,25-29,Man
6791,332,18-21,Man
6792,827,25-29,Woman
6793,2891,40-44,Man
6794,827,25-29,Man
6795,223,30-34,Woman
6796,512,18-21,Man
6797,605,25-29,Man
6798,484,18-21,Woman
6799,534,35-39,Woman
6800,869,50-54,Man
6801,653,25-29,Man
6802,902,25-29,Man
6803,173,18-21,Man
6804,870,25-29,Man
6805,477,22-24,Man
6806,1183,22-24,Prefer not to say
6807,280,18-21,Man
6808,328,18-21,Man
6809,650,35-39,Man
6810,864,55-59,Man
6811,400,18-21,Woman
6812,421,22-24,Man
6813,1010,30-34,Man
6814,847,45-49,Woman
6815,176,22-24,Man
6816,1470,25-29,Man
6817,424,25-29,Man
6818,425,40-44,Man
6819,451,18-21,Man
6820,6549,35-39,Man
6821,560,35-39,Man
6822,165,35-39,Man
6823,1508,30-34,Woman
6824,462,35-39,Man
6825,552,22-24,Man
6826,398,22-24,Man
6827,1455,30-34,Man
