index,age,gender,country,education,role,field,cat_experience,cat_salary,visual
4357,35-39,Man,Canada,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 20K, Matplotlib 
4357,35-39,Man,Canada,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 20K,Seaborn 
4357,35-39,Man,Canada,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 20K,Plotly / Plotly Express 
4366,25-29,Man,Colombia,Bachelor’s degree,Data Analyst,Academics/Education,Junior,, Matplotlib 
4366,25-29,Man,Colombia,Bachelor’s degree,Data Analyst,Academics/Education,Junior,,Shiny 
4378,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Mid,< 20K, Matplotlib 
4378,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Mid,< 20K,Seaborn 
4378,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Mid,< 20K,Plotly / Plotly Express 
4382,18-21,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
4382,18-21,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 20K,Seaborn 
4382,18-21,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 20K,Plotly / Plotly Express 
4382,18-21,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 20K,Shiny 
4388,22-24,Man,Bangladesh,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
4388,22-24,Man,Bangladesh,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Seaborn 
4388,22-24,Man,Bangladesh,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Plotly / Plotly Express 
4389,30-34,Man,China,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,< 20K, None
4395,30-34,Man,France,Master’s degree,Data Analyst,Marketing/CRM,Junior,20K - 50K, Matplotlib 
4395,30-34,Man,France,Master’s degree,Data Analyst,Marketing/CRM,Junior,20K - 50K,Seaborn 
4395,30-34,Man,France,Master’s degree,Data Analyst,Marketing/CRM,Junior,20K - 50K,Plotly / Plotly Express 
4395,30-34,Man,France,Master’s degree,Data Analyst,Marketing/CRM,Junior,20K - 50K,Ggplot / ggplot2 
4395,30-34,Man,France,Master’s degree,Data Analyst,Marketing/CRM,Junior,20K - 50K,Shiny 
4395,30-34,Man,France,Master’s degree,Data Analyst,Marketing/CRM,Junior,20K - 50K,Altair 
4395,30-34,Man,France,Master’s degree,Data Analyst,Marketing/CRM,Junior,20K - 50K,Bokeh 
4395,30-34,Man,France,Master’s degree,Data Analyst,Marketing/CRM,Junior,20K - 50K,Geoplotlib 
4401,30-34,Man,India,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Senior+,20K - 50K, Matplotlib 
4401,30-34,Man,India,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Senior+,20K - 50K,Ggplot / ggplot2 
4424,60-69,Woman,United States of America,Master’s degree,Data Analyst,Medical/Pharmaceutical,Mid,100K - 200K,Plotly / Plotly Express 
4424,60-69,Woman,United States of America,Master’s degree,Data Analyst,Medical/Pharmaceutical,Mid,100K - 200K,Ggplot / ggplot2 
4424,60-69,Woman,United States of America,Master’s degree,Data Analyst,Medical/Pharmaceutical,Mid,100K - 200K,Shiny 
4424,60-69,Woman,United States of America,Master’s degree,Data Analyst,Medical/Pharmaceutical,Mid,100K - 200K,Leaflet / Folium 
4431,35-39,Man,Thailand,Master’s degree,Business Analyst,Government/Public Service,Junior,< 20K, Matplotlib 
4435,22-24,Woman,India,Master’s degree,Data Analyst,Retail/Sales,Junior,20K - 50K, Matplotlib 
4435,22-24,Woman,India,Master’s degree,Data Analyst,Retail/Sales,Junior,20K - 50K,Seaborn 
4435,22-24,Woman,India,Master’s degree,Data Analyst,Retail/Sales,Junior,20K - 50K,Plotly / Plotly Express 
4435,22-24,Woman,India,Master’s degree,Data Analyst,Retail/Sales,Junior,20K - 50K,Ggplot / ggplot2 
4446,25-29,Woman,Singapore,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,20K - 50K, Matplotlib 
4446,25-29,Woman,Singapore,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,20K - 50K,Seaborn 
4446,25-29,Woman,Singapore,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,20K - 50K,Plotly / Plotly Express 
4456,30-34,Man,United Arab Emirates,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Matplotlib 
4456,30-34,Man,United Arab Emirates,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K,Seaborn 
4456,30-34,Man,United Arab Emirates,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K,Plotly / Plotly Express 
4461,40-44,Man,India,Master’s degree,Data Analyst,Medical/Pharmaceutical,Sin experiencia,< 20K,
4481,25-29,Man,Brazil,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Senior,< 20K, Matplotlib 
4481,25-29,Man,Brazil,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Senior,< 20K,Seaborn 
4481,25-29,Man,Brazil,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Senior,< 20K,Plotly / Plotly Express 
4489,30-34,Man,Japan,Master’s degree,Data Analyst,Marketing/CRM,Junior,20K - 50K, Matplotlib 
4489,30-34,Man,Japan,Master’s degree,Data Analyst,Marketing/CRM,Junior,20K - 50K,Seaborn 
4498,25-29,Man,Nigeria,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 20K, Matplotlib 
4498,25-29,Man,Nigeria,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 20K,Seaborn 
4499,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
4499,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Seaborn 
4499,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Plotly / Plotly Express 
4499,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Ggplot / ggplot2 
4499,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Leaflet / Folium 
4530,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Senior,< 20K, Matplotlib 
4530,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Senior,< 20K,Seaborn 
4548,22-24,Woman,Taiwan,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 20K, Matplotlib 
4552,25-29,Woman,Germany,Master’s degree,Data Analyst,Accounting/Finance,Junior,50K - 100K, None
4561,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
4561,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Ggplot / ggplot2 
4561,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Altair 
4561,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Bokeh 
4568,35-39,Man,Taiwan,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,< 20K, Matplotlib 
4568,35-39,Man,Taiwan,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,< 20K,Seaborn 
4568,35-39,Man,Taiwan,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,< 20K,Ggplot / ggplot2 
4568,35-39,Man,Taiwan,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,< 20K,Shiny 
4570,45-49,Man,Italy,Bachelor’s degree,Business Analyst,Energy/Mining,Senior,50K - 100K, Matplotlib 
4570,45-49,Man,Italy,Bachelor’s degree,Business Analyst,Energy/Mining,Senior,50K - 100K,Seaborn 
4570,45-49,Man,Italy,Bachelor’s degree,Business Analyst,Energy/Mining,Senior,50K - 100K,Plotly / Plotly Express 
4573,22-24,Man,India,Bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Sin experiencia,20K - 50K,
4579,25-29,Man,India,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,, Matplotlib 
4579,25-29,Man,India,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,,Seaborn 
4584,30-34,Man,Egypt,No formal education past high school,Business Analyst,Accounting/Finance,Junior,< 20K, None
4589,22-24,Man,India,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,50K - 100K, Matplotlib 
4589,22-24,Man,India,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,50K - 100K,Seaborn 
4592,25-29,Woman,Germany,Master’s degree,Data Analyst,Accounting/Finance,Mid,20K - 50K, Matplotlib 
4592,25-29,Woman,Germany,Master’s degree,Data Analyst,Accounting/Finance,Mid,20K - 50K,Plotly / Plotly Express 
4592,25-29,Woman,Germany,Master’s degree,Data Analyst,Accounting/Finance,Mid,20K - 50K,Ggplot / ggplot2 
4592,25-29,Woman,Germany,Master’s degree,Data Analyst,Accounting/Finance,Mid,20K - 50K,Shiny 
4592,25-29,Woman,Germany,Master’s degree,Data Analyst,Accounting/Finance,Mid,20K - 50K,D3 js 
4608,35-39,Man,Indonesia,Doctoral degree,Data Analyst,Computers/Technology,Senior+,< 20K, Other
4620,40-44,Man,Russia,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Matplotlib 
4623,35-39,Man,Brazil,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,20K - 50K,Plotly / Plotly Express 
4623,35-39,Man,Brazil,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,20K - 50K,Ggplot / ggplot2 
4627,18-21,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
4627,18-21,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Seaborn 
4629,50-54,Man,Germany,Master’s degree,Business Analyst,Insurance/Risk Assessment,Senior+,> 200K, Matplotlib 
4629,50-54,Man,Germany,Master’s degree,Business Analyst,Insurance/Risk Assessment,Senior+,> 200K,Seaborn 
4649,25-29,Man,Bangladesh,Bachelor’s degree,Data Analyst,Other,Mid,< 20K, Matplotlib 
4650,35-39,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Senior,20K - 50K, Matplotlib 
4650,35-39,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Senior,20K - 50K,Seaborn 
4650,35-39,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Senior,20K - 50K,Plotly / Plotly Express 
4672,25-29,Man,India,Master’s degree,Business Analyst,,Junior,,
4676,35-39,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,20K - 50K, Other
4693,22-24,Man,India,Master’s degree,Data Analyst,,Mid,,
4694,35-39,Man,United States of America,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Senior,100K - 200K, Matplotlib 
4694,35-39,Man,United States of America,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Senior,100K - 200K,Seaborn 
4700,35-39,Man,Nigeria,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, Matplotlib 
4706,55-59,Man,Argentina,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Senior+,20K - 50K,Ggplot / ggplot2 
4706,55-59,Man,Argentina,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Senior+,20K - 50K,Shiny 
4718,30-34,Man,Indonesia,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K,Plotly / Plotly Express 
4718,30-34,Man,Indonesia,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K,Ggplot / ggplot2 
4718,30-34,Man,Indonesia,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K,Shiny 
4723,25-29,Man,Other,Bachelor’s degree,Business Analyst,Retail/Sales,Sin experiencia,< 20K,
4729,35-39,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Mid,< 20K, Matplotlib 
4729,35-39,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Mid,< 20K,Seaborn 
4729,35-39,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Mid,< 20K,Plotly / Plotly Express 
4730,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,,Seaborn 
4730,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,,Plotly / Plotly Express 
4730,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,,Ggplot / ggplot2 
4732,22-24,Man,Turkey,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 20K, Matplotlib 
4732,22-24,Man,Turkey,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 20K,Seaborn 
4732,22-24,Man,Turkey,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 20K, Other
4734,60-69,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Junior,< 20K, Matplotlib 
4734,60-69,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Junior,< 20K,Seaborn 
4750,30-34,Man,Ecuador,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, Matplotlib 
4750,30-34,Man,Ecuador,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K,Seaborn 
4750,30-34,Man,Ecuador,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K,Plotly / Plotly Express 
4750,30-34,Man,Ecuador,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K,Ggplot / ggplot2 
4760,25-29,Man,Ghana,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
4760,25-29,Man,Ghana,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Seaborn 
4760,25-29,Man,Ghana,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Plotly / Plotly Express 
4760,25-29,Man,Ghana,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Bokeh 
4760,25-29,Man,Ghana,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Geoplotlib 
4765,22-24,Man,Peru,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 20K, Matplotlib 
4765,22-24,Man,Peru,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 20K,Plotly / Plotly Express 
4771,22-24,Man,India,Master’s degree,Data Analyst,,Junior,,Seaborn 
4771,22-24,Man,India,Master’s degree,Data Analyst,,Junior,,Plotly / Plotly Express 
4771,22-24,Man,India,Master’s degree,Data Analyst,,Junior,,Ggplot / ggplot2 
4783,35-39,Man,Brazil,Bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Mid,< 20K, Matplotlib 
4783,35-39,Man,Brazil,Bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Mid,< 20K,Seaborn 
4783,35-39,Man,Brazil,Bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Mid,< 20K,Plotly / Plotly Express 
4801,45-49,Man,Canada,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,50K - 100K, None
4820,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,, None
4838,40-44,Man,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,Senior,< 20K, Matplotlib 
4838,40-44,Man,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,Senior,< 20K,Seaborn 
4839,25-29,Man,Japan,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K, None
4844,25-29,Woman,Pakistan,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 20K, None
4862,25-29,Man,Ethiopia,Master’s degree,Data Analyst,,Junior,, Matplotlib 
4862,25-29,Man,Ethiopia,Master’s degree,Data Analyst,,Junior,,Plotly / Plotly Express 
4863,22-24,Man,Singapore,No formal education past high school,Business Analyst,Shipping/Transportation,Junior,< 20K,Shiny 
4863,22-24,Man,Singapore,No formal education past high school,Business Analyst,Shipping/Transportation,Junior,< 20K,D3 js 
4866,22-24,Man,Colombia,Bachelor’s degree,Business Analyst,,Junior,, Matplotlib 
4866,22-24,Man,Colombia,Bachelor’s degree,Business Analyst,,Junior,,Seaborn 
4871,35-39,Man,Mexico,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
4871,35-39,Man,Mexico,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Seaborn 
4871,35-39,Man,Mexico,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Plotly / Plotly Express 
4891,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Seaborn 
4896,45-49,Prefer not to say,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Senior+,< 20K, None
4911,35-39,Woman,Mexico,Bachelor’s degree,Data Analyst,Academics/Education,Senior,< 20K, Matplotlib 
4911,35-39,Woman,Mexico,Bachelor’s degree,Data Analyst,Academics/Education,Senior,< 20K,Seaborn 
4911,35-39,Woman,Mexico,Bachelor’s degree,Data Analyst,Academics/Education,Senior,< 20K,Plotly / Plotly Express 
4911,35-39,Woman,Mexico,Bachelor’s degree,Data Analyst,Academics/Education,Senior,< 20K,Shiny 
4922,40-44,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Junior,50K - 100K, Matplotlib 
4922,40-44,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Junior,50K - 100K,Seaborn 
4929,18-21,Man,Mexico,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,, Matplotlib 
4929,18-21,Man,Mexico,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,,Seaborn 
4929,18-21,Man,Mexico,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,,Ggplot / ggplot2 
4935,25-29,Man,Greece,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 20K,Ggplot / ggplot2 
4937,18-21,Woman,Egypt,No formal education past high school,Business Analyst,Energy/Mining,Junior,< 20K,Geoplotlib 
4941,50-54,Man,Netherlands,Master’s degree,Business Analyst,Accounting/Finance,Mid,, Matplotlib 
4941,50-54,Man,Netherlands,Master’s degree,Business Analyst,Accounting/Finance,Mid,,Seaborn 
4945,18-21,Woman,Russia,Bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Junior,< 20K, Matplotlib 
4945,18-21,Woman,Russia,Bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Junior,< 20K,Plotly / Plotly Express 
4957,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 20K, Matplotlib 
4957,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 20K,Seaborn 
4957,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 20K,Plotly / Plotly Express 
4962,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior+,20K - 50K, Matplotlib 
4962,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior+,20K - 50K,Seaborn 
4962,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior+,20K - 50K,Plotly / Plotly Express 
4962,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior+,20K - 50K,Ggplot / ggplot2 
4962,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior+,20K - 50K, Other
4969,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 20K,Seaborn 
4978,45-49,Prefer not to say,Other,No formal education past high school,Data Analyst,Computers/Technology,Senior+,20K - 50K,Plotly / Plotly Express 
4978,45-49,Prefer not to say,Other,No formal education past high school,Data Analyst,Computers/Technology,Senior+,20K - 50K,D3 js 
4978,45-49,Prefer not to say,Other,No formal education past high school,Data Analyst,Computers/Technology,Senior+,20K - 50K, Other
4995,22-24,Man,United States of America,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,, Matplotlib 
4995,22-24,Man,United States of America,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,,Seaborn 
5013,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 20K, None
5014,18-21,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,, Matplotlib 
5016,25-29,Man,Indonesia,Bachelor’s degree,Data Analyst,Other,Mid,< 20K, Matplotlib 
5016,25-29,Man,Indonesia,Bachelor’s degree,Data Analyst,Other,Mid,< 20K,Plotly / Plotly Express 
5016,25-29,Man,Indonesia,Bachelor’s degree,Data Analyst,Other,Mid,< 20K,Ggplot / ggplot2 
5016,25-29,Man,Indonesia,Bachelor’s degree,Data Analyst,Other,Mid,< 20K,Altair 
5018,45-49,Man,Mexico,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,20K - 50K,Seaborn 
5018,45-49,Man,Mexico,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,20K - 50K,Plotly / Plotly Express 
5018,45-49,Man,Mexico,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,20K - 50K,Ggplot / ggplot2 
5018,45-49,Man,Mexico,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,20K - 50K,Leaflet / Folium 
5021,40-44,Man,Singapore,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,50K - 100K, Matplotlib 
5021,40-44,Man,Singapore,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,50K - 100K,Seaborn 
5021,40-44,Man,Singapore,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,50K - 100K,Plotly / Plotly Express 
5021,40-44,Man,Singapore,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,50K - 100K,Ggplot / ggplot2 
5021,40-44,Man,Singapore,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,50K - 100K,Geoplotlib 
5027,35-39,Woman,Canada,Master’s degree,Business Analyst,Academics/Education,Junior,< 20K, Matplotlib 
5029,22-24,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
5029,22-24,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 20K,Seaborn 
5036,25-29,Man,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 20K, Matplotlib 
5036,25-29,Man,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 20K,Seaborn 
5036,25-29,Man,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 20K,Plotly / Plotly Express 
5043,30-34,Man,Other,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 20K, Matplotlib 
5043,30-34,Man,Other,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 20K,Seaborn 
5043,30-34,Man,Other,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 20K,Plotly / Plotly Express 
5044,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
5044,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Seaborn 
5044,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Other
5048,25-29,Woman,France,Master’s degree,Business Analyst,Hospitality/Entertainment/Sports,Junior,,Ggplot / ggplot2 
5049,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,, Matplotlib 
5050,40-44,Woman,Canada,Master’s degree,Data Analyst,Retail/Sales,Mid,, Matplotlib 
5050,40-44,Woman,Canada,Master’s degree,Data Analyst,Retail/Sales,Mid,,Seaborn 
5050,40-44,Woman,Canada,Master’s degree,Data Analyst,Retail/Sales,Mid,,Ggplot / ggplot2 
5055,30-34,Man,India,Master’s degree,Data Analyst,Marketing/CRM,Senior,50K - 100K, Matplotlib 
5055,30-34,Man,India,Master’s degree,Data Analyst,Marketing/CRM,Senior,50K - 100K,Seaborn 
5055,30-34,Man,India,Master’s degree,Data Analyst,Marketing/CRM,Senior,50K - 100K, Other
5057,45-49,Man,Japan,No formal education past high school,Data Analyst,Computers/Technology,Senior+,50K - 100K, Matplotlib 
5060,18-21,Man,Mexico,Some college/university study without earning a bachelor’s degree,Business Analyst,Energy/Mining,Junior,< 20K,Shiny 
5072,25-29,Woman,India,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Sin experiencia,< 20K,
5086,40-44,Man,Singapore,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K, Matplotlib 
5086,40-44,Man,Singapore,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K,Seaborn 
5086,40-44,Man,Singapore,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K,Ggplot / ggplot2 
5093,40-44,Man,Germany,Doctoral degree,Business Analyst,Medical/Pharmaceutical,Senior+,100K - 200K, Matplotlib 
5093,40-44,Man,Germany,Doctoral degree,Business Analyst,Medical/Pharmaceutical,Senior+,100K - 200K,Plotly / Plotly Express 
5102,18-21,Man,Russia,Master’s degree,Data Analyst,Retail/Sales,Junior,< 20K, Matplotlib 
5102,18-21,Man,Russia,Master’s degree,Data Analyst,Retail/Sales,Junior,< 20K,Seaborn 
5103,70+,Man,United States of America,Doctoral degree,Business Analyst,Academics/Education,Senior+,50K - 100K, None
5106,30-34,Man,Germany,Master’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K, None
5109,22-24,Man,Mexico,Master’s degree,Data Analyst,Non-profit/Service,Mid,< 20K, Matplotlib 
5126,30-34,Man,United States of America,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,50K - 100K, Matplotlib 
5126,30-34,Man,United States of America,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Seaborn 
5126,30-34,Man,United States of America,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Plotly / Plotly Express 
5126,30-34,Man,United States of America,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Ggplot / ggplot2 
5126,30-34,Man,United States of America,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Shiny 
5126,30-34,Man,United States of America,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Bokeh 
5132,45-49,Man,United States of America,Doctoral degree,Data Analyst,Energy/Mining,Senior,100K - 200K, Matplotlib 
5132,45-49,Man,United States of America,Doctoral degree,Data Analyst,Energy/Mining,Senior,100K - 200K,Seaborn 
5140,30-34,Man,Argentina,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 20K, Matplotlib 
5140,30-34,Man,Argentina,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 20K,Ggplot / ggplot2 
5140,30-34,Man,Argentina,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 20K,Shiny 
5141,22-24,Man,Japan,Some college/university study without earning a bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 20K, Matplotlib 
5146,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
5146,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Seaborn 
5155,35-39,Man,Germany,Doctoral degree,Data Analyst,Computers/Technology,Junior,100K - 200K, Matplotlib 
5155,35-39,Man,Germany,Doctoral degree,Data Analyst,Computers/Technology,Junior,100K - 200K,Seaborn 
5155,35-39,Man,Germany,Doctoral degree,Data Analyst,Computers/Technology,Junior,100K - 200K,Ggplot / ggplot2 
5161,45-49,Man,Other,Master’s degree,Data Analyst,Academics/Education,Mid,20K - 50K,Ggplot / ggplot2 
5161,45-49,Man,Other,Master’s degree,Data Analyst,Academics/Education,Mid,20K - 50K,Shiny 
5165,30-34,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, None
