index,age,gender,country,education,role,field,cat_experience,cat_salary,cod_env
1686,25-29,Man,Colombia,Master’s degree,Data Analyst,Energy/Mining,Junior,< 25K,Visual Studio 
1690,60-69,Man,Mexico,Master’s degree,Data Analyst,Government/Public Service,Senior,< 25K,RStudio 
1693,25-29,Man,Japan,Master’s degree,Business Analyst,Government/Public Service,Senior,< 25K,Visual Studio 
1700,40-44,Man,Saudi Arabia,Doctoral degree,Data Analyst,Academics/Education,Mid,50K - 100K,RStudio 
1700,40-44,Man,Saudi Arabia,Doctoral degree,Data Analyst,Academics/Education,Mid,50K - 100K,PyCharm 
1700,40-44,Man,Saudi Arabia,Doctoral degree,Data Analyst,Academics/Education,Mid,50K - 100K,Jupyter Notebook
1722,35-39,Man,Argentina,Some college/university study without earning a bachelor’s degree,Business Analyst,Other,Junior,< 25K,Visual Studio Code (VSCode) 
1722,35-39,Man,Argentina,Some college/university study without earning a bachelor’s degree,Business Analyst,Other,Junior,< 25K,Jupyter Notebook
1732,22-24,Man,Mexico,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,PyCharm 
1732,22-24,Man,Mexico,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Spyder
1732,22-24,Man,Mexico,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Jupyter Notebook
1748,25-29,Man,South Korea,Bachelor’s degree,Business Analyst,Accounting/Finance,Mid,50K - 100K,RStudio 
1748,25-29,Man,South Korea,Bachelor’s degree,Business Analyst,Accounting/Finance,Mid,50K - 100K,Visual Studio 
1748,25-29,Man,South Korea,Bachelor’s degree,Business Analyst,Accounting/Finance,Mid,50K - 100K,PyCharm 
1774,35-39,Man,Saudi Arabia,Bachelor’s degree,Business Analyst,Retail/Sales,Senior+,25K - 50K,Visual Studio 
1774,35-39,Man,Saudi Arabia,Bachelor’s degree,Business Analyst,Retail/Sales,Senior+,25K - 50K,Visual Studio Code (VSCode) 
1788,40-44,Man,France,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K,JupyterLab 
1788,40-44,Man,France,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K,RStudio 
1788,40-44,Man,France,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K,Jupyter Notebook
1796,18-21,Man,Japan,Bachelor’s degree,Data Analyst,,Junior,,Jupyter Notebook
1799,25-29,Woman,Turkey,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,RStudio 
1799,25-29,Woman,Turkey,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Visual Studio Code (VSCode) 
1799,25-29,Woman,Turkey,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Notepad++
1799,25-29,Woman,Turkey,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Jupyter Notebook
1803,18-21,Man,Turkey,Bachelor’s degree,Data Analyst,Other,Sin experiencia,< 25K,
1818,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,JupyterLab 
1818,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Spyder
1824,35-39,Man,France,Doctoral degree,Data Analyst,Computers/Technology,Senior+,25K - 50K,JupyterLab 
1824,35-39,Man,France,Doctoral degree,Data Analyst,Computers/Technology,Senior+,25K - 50K,RStudio 
1824,35-39,Man,France,Doctoral degree,Data Analyst,Computers/Technology,Senior+,25K - 50K, Spyder
1824,35-39,Man,France,Doctoral degree,Data Analyst,Computers/Technology,Senior+,25K - 50K, Notepad++
1824,35-39,Man,France,Doctoral degree,Data Analyst,Computers/Technology,Senior+,25K - 50K,Jupyter Notebook
1830,25-29,Man,Japan,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,25K - 50K,Jupyter Notebook
1836,60-69,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Senior+,25K - 50K, Spyder
1836,60-69,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Senior+,25K - 50K, Notepad++
1841,35-39,Man,France,Master’s degree,Business Analyst,Computers/Technology,Senior+,50K - 100K, Spyder
1841,35-39,Man,France,Master’s degree,Business Analyst,Computers/Technology,Senior+,50K - 100K, Notepad++
1842,30-34,Man,Argentina,Some college/university study without earning a bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 25K, None
1844,35-39,Man,Nigeria,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K, Other
1849,30-34,Man,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K,RStudio 
1849,30-34,Man,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K,Jupyter Notebook
1849,30-34,Man,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K, Other
1868,25-29,Man,Ghana,I prefer not to answer,Data Analyst,Shipping/Transportation,Senior+,< 25K,JupyterLab 
1868,25-29,Man,Ghana,I prefer not to answer,Data Analyst,Shipping/Transportation,Senior+,< 25K, Vim / Emacs
1868,25-29,Man,Ghana,I prefer not to answer,Data Analyst,Shipping/Transportation,Senior+,< 25K,Jupyter Notebook
1871,22-24,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Visual Studio Code (VSCode) 
1871,22-24,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,PyCharm 
1871,22-24,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K, Notepad++
1871,22-24,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Jupyter Notebook
1873,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,PyCharm 
1873,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Notepad++
1873,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Jupyter Notebook
1892,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Mid,50K - 100K,JupyterLab 
1892,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Mid,50K - 100K,RStudio 
1892,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Mid,50K - 100K,Visual Studio 
1892,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Mid,50K - 100K,Visual Studio Code (VSCode) 
1892,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Mid,50K - 100K,PyCharm 
1892,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Mid,50K - 100K, Spyder
1892,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Mid,50K - 100K, Notepad++
1892,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Mid,50K - 100K, Sublime Text
1892,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Mid,50K - 100K, Vim / Emacs
1892,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Mid,50K - 100K,MATLAB 
1892,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Mid,50K - 100K,Jupyter Notebook
1902,55-59,Man,Morocco,Bachelor’s degree,Data Analyst,Other,Senior+,< 25K,RStudio 
1902,55-59,Man,Morocco,Bachelor’s degree,Data Analyst,Other,Senior+,< 25K,Visual Studio Code (VSCode) 
1902,55-59,Man,Morocco,Bachelor’s degree,Data Analyst,Other,Senior+,< 25K,PyCharm 
1902,55-59,Man,Morocco,Bachelor’s degree,Data Analyst,Other,Senior+,< 25K, Sublime Text
1902,55-59,Man,Morocco,Bachelor’s degree,Data Analyst,Other,Senior+,< 25K,Jupyter Notebook
1908,18-21,Woman,India,Bachelor’s degree,Data Analyst,,Junior,, Other
1913,25-29,Man,Other,Bachelor’s degree,Data Analyst,,Mid,,Visual Studio Code (VSCode) 
1913,25-29,Man,Other,Bachelor’s degree,Data Analyst,,Mid,,Jupyter Notebook
1920,22-24,Woman,United States of America,Master’s degree,Data Analyst,,Junior,,Visual Studio 
1920,22-24,Woman,United States of America,Master’s degree,Data Analyst,,Junior,,PyCharm 
1920,22-24,Woman,United States of America,Master’s degree,Data Analyst,,Junior,, Spyder
1920,22-24,Woman,United States of America,Master’s degree,Data Analyst,,Junior,, Notepad++
1920,22-24,Woman,United States of America,Master’s degree,Data Analyst,,Junior,,Jupyter Notebook
1921,30-34,Man,India,Master’s degree,Data Analyst,Military/Security/Defense,Sin experiencia,25K - 50K,
1930,22-24,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,RStudio 
1934,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Mid,< 25K,JupyterLab 
1934,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Mid,< 25K,Visual Studio Code (VSCode) 
1934,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Mid,< 25K, Sublime Text
1934,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Mid,< 25K,Jupyter Notebook
1948,30-34,Man,China,Master’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,JupyterLab 
1948,30-34,Man,China,Master’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,Visual Studio Code (VSCode) 
1948,30-34,Man,China,Master’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,Jupyter Notebook
1949,25-29,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Visual Studio Code (VSCode) 
1956,18-21,Man,Japan,Some college/university study without earning a bachelor’s degree,Data Analyst,Marketing/CRM,Sin experiencia,< 25K,
1961,25-29,Man,Spain,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Mid,25K - 50K,PyCharm 
1967,25-29,Man,China,Master’s degree,Data Analyst,Other,Junior,50K - 100K,Jupyter Notebook
1969,25-29,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Sin experiencia,< 25K,
1974,25-29,Man,India,Bachelor’s degree,Business Analyst,Academics/Education,Sin experiencia,50K - 100K,
1979,30-34,Man,Egypt,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K, Sublime Text
1979,30-34,Man,Egypt,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,Jupyter Notebook
1980,22-24,Man,Poland,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Visual Studio Code (VSCode) 
1980,22-24,Man,Poland,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Jupyter Notebook
1982,22-24,Man,Thailand,Bachelor’s degree,Data Analyst,Other,Junior,,RStudio 
1982,22-24,Man,Thailand,Bachelor’s degree,Data Analyst,Other,Junior,,Visual Studio Code (VSCode) 
1982,22-24,Man,Thailand,Bachelor’s degree,Data Analyst,Other,Junior,,PyCharm 
1982,22-24,Man,Thailand,Bachelor’s degree,Data Analyst,Other,Junior,,Jupyter Notebook
1989,22-24,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,JupyterLab 
1989,22-24,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K, Spyder
1989,22-24,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K, Notepad++
1989,22-24,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Jupyter Notebook
1993,30-34,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,25K - 50K,JupyterLab 
1993,30-34,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,25K - 50K,RStudio 
1993,30-34,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,25K - 50K,PyCharm 
1993,30-34,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,25K - 50K, Spyder
1993,30-34,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,25K - 50K, Sublime Text
1993,30-34,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,25K - 50K,Jupyter Notebook
2008,22-24,Man,Mexico,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,RStudio 
2008,22-24,Man,Mexico,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K, Spyder
2008,22-24,Man,Mexico,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K, Vim / Emacs
2008,22-24,Man,Mexico,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Jupyter Notebook
2017,30-34,Man,India,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K, Spyder
2017,30-34,Man,India,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K,Jupyter Notebook
2021,25-29,Man,India,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Jupyter Notebook
2026,35-39,Man,Other,Bachelor’s degree,Data Analyst,Other,Junior,25K - 50K,Visual Studio Code (VSCode) 
2026,35-39,Man,Other,Bachelor’s degree,Data Analyst,Other,Junior,25K - 50K,PyCharm 
2026,35-39,Man,Other,Bachelor’s degree,Data Analyst,Other,Junior,25K - 50K, Spyder
2026,35-39,Man,Other,Bachelor’s degree,Data Analyst,Other,Junior,25K - 50K,Jupyter Notebook
2028,35-39,Woman,Egypt,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,Jupyter Notebook
2032,40-44,Man,France,Master’s degree,Data Analyst,,Mid,,JupyterLab 
2032,40-44,Man,France,Master’s degree,Data Analyst,,Mid,,Visual Studio 
2032,40-44,Man,France,Master’s degree,Data Analyst,,Mid,, Spyder
2032,40-44,Man,France,Master’s degree,Data Analyst,,Mid,,Jupyter Notebook
2035,25-29,Woman,Kenya,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,Visual Studio Code (VSCode) 
2035,25-29,Woman,Kenya,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,Jupyter Notebook
2039,40-44,Woman,Argentina,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,RStudio 
2039,40-44,Woman,Argentina,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Visual Studio 
2052,40-44,Woman,United Arab Emirates,Master’s degree,Business Analyst,Medical/Pharmaceutical,Senior,100K - 200K, Notepad++
2055,35-39,Man,Switzerland,Bachelor’s degree,Data Analyst,Other,Junior,100K - 200K,RStudio 
2055,35-39,Man,Switzerland,Bachelor’s degree,Data Analyst,Other,Junior,100K - 200K,Visual Studio Code (VSCode) 
2055,35-39,Man,Switzerland,Bachelor’s degree,Data Analyst,Other,Junior,100K - 200K,Jupyter Notebook
2076,25-29,Man,India,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Sin experiencia,< 25K,
2077,18-21,Man,Morocco,I prefer not to answer,Data Analyst,,Junior,,PyCharm 
2077,18-21,Man,Morocco,I prefer not to answer,Data Analyst,,Junior,, Spyder
2077,18-21,Man,Morocco,I prefer not to answer,Data Analyst,,Junior,,Jupyter Notebook
2085,40-44,Man,Nigeria,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,PyCharm 
2085,40-44,Man,Nigeria,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K, Spyder
2085,40-44,Man,Nigeria,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K, Sublime Text
2085,40-44,Man,Nigeria,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Jupyter Notebook
2088,30-34,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,JupyterLab 
2097,22-24,Woman,United States of America,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,50K - 100K, None
2100,25-29,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Mid,< 25K,RStudio 
2100,25-29,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Mid,< 25K,Visual Studio 
2100,25-29,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Mid,< 25K,Visual Studio Code (VSCode) 
2100,25-29,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Mid,< 25K, Sublime Text
2100,25-29,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Mid,< 25K,Jupyter Notebook
2118,40-44,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Visual Studio Code (VSCode) 
2118,40-44,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,PyCharm 
2118,40-44,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Spyder
2118,40-44,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Sublime Text
2118,40-44,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Jupyter Notebook
2119,18-21,Man,Kenya,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Junior,< 25K,RStudio 
2119,18-21,Man,Kenya,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Junior,< 25K,Visual Studio 
2119,18-21,Man,Kenya,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Junior,< 25K, Sublime Text
2121,22-24,Woman,Turkey,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,JupyterLab 
2121,22-24,Woman,Turkey,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Visual Studio 
2121,22-24,Woman,Turkey,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Visual Studio Code (VSCode) 
2121,22-24,Woman,Turkey,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K, Spyder
2121,22-24,Woman,Turkey,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Jupyter Notebook
2123,25-29,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,MATLAB 
2123,25-29,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Jupyter Notebook
2125,50-54,Woman,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Sin experiencia,< 25K,
2126,22-24,Man,India,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Jupyter Notebook
2135,30-34,Woman,Mexico,Master’s degree,Business Analyst,Marketing/CRM,Mid,< 25K,RStudio 
2135,30-34,Woman,Mexico,Master’s degree,Business Analyst,Marketing/CRM,Mid,< 25K,Visual Studio 
2135,30-34,Woman,Mexico,Master’s degree,Business Analyst,Marketing/CRM,Mid,< 25K, Spyder
2135,30-34,Woman,Mexico,Master’s degree,Business Analyst,Marketing/CRM,Mid,< 25K, Sublime Text
2135,30-34,Woman,Mexico,Master’s degree,Business Analyst,Marketing/CRM,Mid,< 25K,Jupyter Notebook
2137,22-24,Man,Taiwan,Master’s degree,Data Analyst,Government/Public Service,Senior,< 25K,RStudio 
2137,22-24,Man,Taiwan,Master’s degree,Data Analyst,Government/Public Service,Senior,< 25K,Visual Studio 
2137,22-24,Man,Taiwan,Master’s degree,Data Analyst,Government/Public Service,Senior,< 25K, Notepad++
2137,22-24,Man,Taiwan,Master’s degree,Data Analyst,Government/Public Service,Senior,< 25K,MATLAB 
2137,22-24,Man,Taiwan,Master’s degree,Data Analyst,Government/Public Service,Senior,< 25K,Jupyter Notebook
2142,30-34,Woman,Sri Lanka,Master’s degree,Business Analyst,Manufacturing/Fabrication,Sin experiencia,< 25K,
2154,22-24,Woman,India,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,JupyterLab 
2154,22-24,Woman,India,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,PyCharm 
2154,22-24,Woman,India,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,Jupyter Notebook
2156,22-24,Woman,Russia,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Visual Studio Code (VSCode) 
2156,22-24,Woman,Russia,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Jupyter Notebook
2163,55-59,Woman,United States of America,Master’s degree,Data Analyst,Military/Security/Defense,Senior,100K - 200K, Notepad++
2163,55-59,Woman,United States of America,Master’s degree,Data Analyst,Military/Security/Defense,Senior,100K - 200K,Jupyter Notebook
2175,22-24,Woman,Saudi Arabia,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Visual Studio Code (VSCode) 
2175,22-24,Woman,Saudi Arabia,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,PyCharm 
2175,22-24,Woman,Saudi Arabia,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K, Sublime Text
2175,22-24,Woman,Saudi Arabia,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Jupyter Notebook
2187,25-29,Man,Other,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Senior,< 25K,Visual Studio Code (VSCode) 
2187,25-29,Man,Other,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Senior,< 25K, Notepad++
2187,25-29,Man,Other,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Senior,< 25K,Jupyter Notebook
2192,35-39,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior+,< 25K,Visual Studio Code (VSCode) 
2192,35-39,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior+,< 25K,PyCharm 
2192,35-39,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior+,< 25K,Jupyter Notebook
2195,45-49,Man,India,Bachelor’s degree,Data Analyst,Government/Public Service,Senior+,< 25K,RStudio 
2195,45-49,Man,India,Bachelor’s degree,Data Analyst,Government/Public Service,Senior+,< 25K,Visual Studio 
2195,45-49,Man,India,Bachelor’s degree,Data Analyst,Government/Public Service,Senior+,< 25K,Visual Studio Code (VSCode) 
2195,45-49,Man,India,Bachelor’s degree,Data Analyst,Government/Public Service,Senior+,< 25K, Notepad++
2199,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K, Sublime Text
2199,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,MATLAB 
2199,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,Jupyter Notebook
2214,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,JupyterLab 
2216,30-34,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Notepad++
2216,30-34,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Jupyter Notebook
2219,22-24,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K, Spyder
2220,35-39,Man,Indonesia,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,PyCharm 
2220,35-39,Man,Indonesia,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Jupyter Notebook
2235,30-34,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Visual Studio Code (VSCode) 
2235,30-34,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,PyCharm 
2235,30-34,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Jupyter Notebook
2237,22-24,Man,Brazil,Master’s degree,Business Analyst,Energy/Mining,Senior,< 25K,RStudio 
2237,22-24,Man,Brazil,Master’s degree,Business Analyst,Energy/Mining,Senior,< 25K,Visual Studio Code (VSCode) 
2237,22-24,Man,Brazil,Master’s degree,Business Analyst,Energy/Mining,Senior,< 25K, Spyder
2238,30-34,Man,Russia,I prefer not to answer,Business Analyst,Energy/Mining,Junior,< 25K, None
2256,25-29,Man,China,Master’s degree,Data Analyst,Computers/Technology,Mid,50K - 100K,Jupyter Notebook
2262,50-54,Man,United States of America,Master’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K,Jupyter Notebook
2316,50-54,Man,Peru,I prefer not to answer,Business Analyst,Academics/Education,Senior,< 25K,Visual Studio 
2317,22-24,Man,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Visual Studio 
2317,22-24,Man,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Visual Studio Code (VSCode) 
2340,30-34,Man,Japan,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Sin experiencia,25K - 50K,
2350,25-29,Man,India,Master’s degree,Business Analyst,Computers/Technology,Sin experiencia,< 25K,
2404,30-34,Man,France,Master’s degree,Business Analyst,Manufacturing/Fabrication,Mid,50K - 100K, Notepad++
2410,40-44,Man,Indonesia,Doctoral degree,Business Analyst,Accounting/Finance,Mid,50K - 100K, None
2418,35-39,Man,Other,Master’s degree,Data Analyst,Academics/Education,Senior+,,JupyterLab 
2418,35-39,Man,Other,Master’s degree,Data Analyst,Academics/Education,Senior+,,RStudio 
2418,35-39,Man,Other,Master’s degree,Data Analyst,Academics/Education,Senior+,,Visual Studio 
2418,35-39,Man,Other,Master’s degree,Data Analyst,Academics/Education,Senior+,,Visual Studio Code (VSCode) 
2418,35-39,Man,Other,Master’s degree,Data Analyst,Academics/Education,Senior+,,PyCharm 
2418,35-39,Man,Other,Master’s degree,Data Analyst,Academics/Education,Senior+,, Spyder
2418,35-39,Man,Other,Master’s degree,Data Analyst,Academics/Education,Senior+,, Notepad++
2418,35-39,Man,Other,Master’s degree,Data Analyst,Academics/Education,Senior+,, Sublime Text
2418,35-39,Man,Other,Master’s degree,Data Analyst,Academics/Education,Senior+,,Jupyter Notebook
2419,25-29,Man,India,Master’s degree,Business Analyst,Non-profit/Service,Sin experiencia,< 25K,
2424,40-44,Woman,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,100K - 200K,RStudio 
2424,40-44,Woman,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,100K - 200K,Jupyter Notebook
2430,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,Computers/Technology,Sin experiencia,50K - 100K,
2434,25-29,Woman,India,Master’s degree,Business Analyst,,Senior,,Jupyter Notebook
2474,18-21,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,,Visual Studio Code (VSCode) 
2479,35-39,Man,Chile,Master’s degree,Business Analyst,Shipping/Transportation,Junior,< 25K,RStudio 
2479,35-39,Man,Chile,Master’s degree,Business Analyst,Shipping/Transportation,Junior,< 25K, Spyder
2479,35-39,Man,Chile,Master’s degree,Business Analyst,Shipping/Transportation,Junior,< 25K,Jupyter Notebook
2492,30-34,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Mid,< 25K,JupyterLab 
2492,30-34,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Mid,< 25K,RStudio 
2492,30-34,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Mid,< 25K,PyCharm 
2492,30-34,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Mid,< 25K,Jupyter Notebook
2498,30-34,Man,Japan,Master’s degree,Business Analyst,Computers/Technology,Junior,50K - 100K,JupyterLab 
2498,30-34,Man,Japan,Master’s degree,Business Analyst,Computers/Technology,Junior,50K - 100K,Visual Studio Code (VSCode) 
2498,30-34,Man,Japan,Master’s degree,Business Analyst,Computers/Technology,Junior,50K - 100K, Sublime Text
2498,30-34,Man,Japan,Master’s degree,Business Analyst,Computers/Technology,Junior,50K - 100K,Jupyter Notebook
2500,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,50K - 100K,RStudio 
2500,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,50K - 100K,Jupyter Notebook
2502,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,Visual Studio 
