index,age,gender,country,education,role,field,cat_experience,cat_salary,learn_unido
5847,30-34,Man,Peru,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 25K,Amazon RDS 
5847,30-34,Man,Peru,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 25K,Google Cloud BigQuery 
5847,30-34,Man,Peru,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 25K,Google Cloud SQL 
5847,30-34,Man,Peru,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 25K,Google Cloud Firestore 
5847,30-34,Man,Peru,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 25K,Google Cloud BigTable 
5847,30-34,Man,Peru,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 25K,Google Cloud Spanner 
5894,25-29,Woman,Thailand,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,< 25K,MySQL 
5894,25-29,Woman,Thailand,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,< 25K,PostgreSQL 
5894,25-29,Woman,Thailand,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,< 25K,SQLite 
5894,25-29,Woman,Thailand,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,< 25K,Oracle Database 
5894,25-29,Woman,Thailand,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,< 25K,MongoDB 
5894,25-29,Woman,Thailand,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,< 25K,Snowflake 
5894,25-29,Woman,Thailand,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,< 25K,IBM Db2 
5894,25-29,Woman,Thailand,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,< 25K,Microsoft SQL Server 
5894,25-29,Woman,Thailand,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,< 25K,Microsoft Azure SQL Database 
5894,25-29,Woman,Thailand,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,< 25K,Microsoft Azure Cosmos DB 
5894,25-29,Woman,Thailand,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,< 25K,Amazon Redshift 
5894,25-29,Woman,Thailand,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,< 25K,Amazon Aurora 
5894,25-29,Woman,Thailand,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,< 25K,Amazon DynamoDB 
5894,25-29,Woman,Thailand,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,< 25K,Amazon RDS 
5894,25-29,Woman,Thailand,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,< 25K,Google Cloud BigQuery 
5894,25-29,Woman,Thailand,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,< 25K,Google Cloud SQL 
5894,25-29,Woman,Thailand,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,< 25K,Google Cloud Firestore 
5894,25-29,Woman,Thailand,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,< 25K,Google Cloud BigTable 
5894,25-29,Woman,Thailand,Master’s degree,Data Analyst,Government/Public Service,Sin experiencia,< 25K,Google Cloud Spanner 
5903,25-29,Man,India,Bachelor’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Amazon Redshift 
5903,25-29,Man,India,Bachelor’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Amazon RDS 
5903,25-29,Man,India,Bachelor’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Google Cloud BigQuery 
5903,25-29,Man,India,Bachelor’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Google Cloud SQL 
5903,25-29,Man,India,Bachelor’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Google Cloud Firestore 
5903,25-29,Man,India,Bachelor’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Google Cloud BigTable 
5918,30-34,Woman,Ireland,Bachelor’s degree,Business Analyst,Shipping/Transportation,Junior,< 25K,MySQL 
5926,22-24,Man,India,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Sin experiencia,< 25K,Amazon RDS 
5950,30-34,Man,India,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Sin experiencia,< 25K,Other
5954,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,50K - 100K,PostgreSQL 
5954,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,50K - 100K,Snowflake 
5954,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,50K - 100K,Microsoft SQL Server 
5954,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,50K - 100K,Microsoft Azure SQL Database 
5954,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,50K - 100K,Microsoft Azure Cosmos DB 
5975,25-29,Woman,Other,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,MySQL 
5975,25-29,Woman,Other,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,SQLite 
5975,25-29,Woman,Other,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,Oracle Database 
5975,25-29,Woman,Other,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,Microsoft SQL Server 
5975,25-29,Woman,Other,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,Microsoft Azure SQL Database 
5975,25-29,Woman,Other,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,Google Cloud BigQuery 
5975,25-29,Woman,Other,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,Google Cloud SQL 
5975,25-29,Woman,Other,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,Google Cloud Firestore 
6005,25-29,Man,Japan,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Microsoft Azure SQL Database 
6010,40-44,Man,Peru,Bachelor’s degree,Data Analyst,Academics/Education,Senior+,< 25K,MySQL 
6010,40-44,Man,Peru,Bachelor’s degree,Data Analyst,Academics/Education,Senior+,< 25K,Oracle Database 
6010,40-44,Man,Peru,Bachelor’s degree,Data Analyst,Academics/Education,Senior+,< 25K,Microsoft SQL Server 
6010,40-44,Man,Peru,Bachelor’s degree,Data Analyst,Academics/Education,Senior+,< 25K,Microsoft Azure SQL Database 
6010,40-44,Man,Peru,Bachelor’s degree,Data Analyst,Academics/Education,Senior+,< 25K,Google Cloud BigQuery 
6010,40-44,Man,Peru,Bachelor’s degree,Data Analyst,Academics/Education,Senior+,< 25K,Google Cloud SQL 
6010,40-44,Man,Peru,Bachelor’s degree,Data Analyst,Academics/Education,Senior+,< 25K,Google Cloud BigTable 
6034,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,MySQL 
6034,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,PostgreSQL 
6034,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,SQLite 
6034,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,MongoDB 
6034,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Microsoft SQL Server 
6034,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Microsoft Azure SQL Database 
6034,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Microsoft Azure Cosmos DB 
6034,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Amazon DynamoDB 
6034,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Amazon RDS 
6034,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Google Cloud BigQuery 
6034,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Google Cloud SQL 
6044,30-34,Man,Philippines,Bachelor’s degree,Business Analyst,Non-profit/Service,Sin experiencia,< 25K,Amazon RDS 
6044,30-34,Man,Philippines,Bachelor’s degree,Business Analyst,Non-profit/Service,Sin experiencia,< 25K,Google Cloud BigQuery 
6078,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Microsoft Azure SQL Database 
6078,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Amazon DynamoDB 
6078,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Google Cloud BigQuery 
6136,40-44,Man,Kazakhstan,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Junior,50K - 100K,MySQL 
6136,40-44,Man,Kazakhstan,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Junior,50K - 100K,PostgreSQL 
6136,40-44,Man,Kazakhstan,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Oracle Database 
6136,40-44,Man,Kazakhstan,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Junior,50K - 100K,MongoDB 
6136,40-44,Man,Kazakhstan,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Google Cloud BigQuery 
6136,40-44,Man,Kazakhstan,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Google Cloud SQL 
6151,30-34,Man,Ukraine,No formal education past high school,Data Analyst,Retail/Sales,Junior,< 25K,MySQL 
6151,30-34,Man,Ukraine,No formal education past high school,Data Analyst,Retail/Sales,Junior,< 25K,Microsoft SQL Server 
6157,35-39,Man,Other,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,PostgreSQL 
6157,35-39,Man,Other,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,MongoDB 
6157,35-39,Man,Other,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Amazon RDS 
6157,35-39,Man,Other,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Google Cloud BigQuery 
6157,35-39,Man,Other,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Google Cloud SQL 
6163,30-34,Man,India,Master’s degree,Business Analyst,Medical/Pharmaceutical,Junior,< 25K,MySQL 
6163,30-34,Man,India,Master’s degree,Business Analyst,Medical/Pharmaceutical,Junior,< 25K,SQLite 
6163,30-34,Man,India,Master’s degree,Business Analyst,Medical/Pharmaceutical,Junior,< 25K,Amazon RDS 
6163,30-34,Man,India,Master’s degree,Business Analyst,Medical/Pharmaceutical,Junior,< 25K,Google Cloud SQL 
6163,30-34,Man,India,Master’s degree,Business Analyst,Medical/Pharmaceutical,Junior,< 25K,Google Cloud Firestore 
6183,45-49,Man,South Africa,Bachelor’s degree,Business Analyst,Government/Public Service,Mid,25K - 50K,MySQL 
6183,45-49,Man,South Africa,Bachelor’s degree,Business Analyst,Government/Public Service,Mid,25K - 50K,Microsoft SQL Server 
6183,45-49,Man,South Africa,Bachelor’s degree,Business Analyst,Government/Public Service,Mid,25K - 50K,Microsoft Azure SQL Database 
6183,45-49,Man,South Africa,Bachelor’s degree,Business Analyst,Government/Public Service,Mid,25K - 50K,Microsoft Azure Cosmos DB 
6183,45-49,Man,South Africa,Bachelor’s degree,Business Analyst,Government/Public Service,Mid,25K - 50K,Google Cloud BigQuery 
6183,45-49,Man,South Africa,Bachelor’s degree,Business Analyst,Government/Public Service,Mid,25K - 50K,Google Cloud Firestore 
6183,45-49,Man,South Africa,Bachelor’s degree,Business Analyst,Government/Public Service,Mid,25K - 50K,Google Cloud Spanner 
6193,25-29,Man,India,Master’s degree,Business Analyst,Energy/Mining,Junior,< 25K,MySQL 
6193,25-29,Man,India,Master’s degree,Business Analyst,Energy/Mining,Junior,< 25K,Oracle Database 
6193,25-29,Man,India,Master’s degree,Business Analyst,Energy/Mining,Junior,< 25K,MongoDB 
6193,25-29,Man,India,Master’s degree,Business Analyst,Energy/Mining,Junior,< 25K,Google Cloud Firestore 
6193,25-29,Man,India,Master’s degree,Business Analyst,Energy/Mining,Junior,< 25K,Google Cloud BigTable 
6204,45-49,Man,United States of America,Master’s degree,Business Analyst,Accounting/Finance,Senior+,100K - 200K,Amazon RDS 
6204,45-49,Man,United States of America,Master’s degree,Business Analyst,Accounting/Finance,Senior+,100K - 200K,Google Cloud SQL 
6206,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,SQLite 
6238,18-21,Man,India,No formal education past high school,Data Analyst,Energy/Mining,Mid,< 25K,MySQL 
6238,18-21,Man,India,No formal education past high school,Data Analyst,Energy/Mining,Mid,< 25K,PostgreSQL 
6238,18-21,Man,India,No formal education past high school,Data Analyst,Energy/Mining,Mid,< 25K,MongoDB 
6238,18-21,Man,India,No formal education past high school,Data Analyst,Energy/Mining,Mid,< 25K,Microsoft SQL Server 
6264,35-39,Man,Nigeria,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 25K,MySQL 
6264,35-39,Man,Nigeria,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 25K,Google Cloud BigQuery 
6308,22-24,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,MySQL 
6308,22-24,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,PostgreSQL 
6308,22-24,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,MongoDB 
6308,22-24,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Microsoft SQL Server 
6308,22-24,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Amazon RDS 
6308,22-24,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Google Cloud BigQuery 
6314,30-34,Man,Nigeria,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,MySQL 
6314,30-34,Man,Nigeria,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,PostgreSQL 
6314,30-34,Man,Nigeria,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,Microsoft SQL Server 
6314,30-34,Man,Nigeria,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,Amazon RDS 
6314,30-34,Man,Nigeria,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,Google Cloud BigQuery 
6314,30-34,Man,Nigeria,Master’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,Google Cloud BigTable 
6329,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,MongoDB 
6329,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Google Cloud BigTable 
6330,18-21,Man,Philippines,No formal education past high school,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,MySQL 
6330,18-21,Man,Philippines,No formal education past high school,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,SQLite 
6330,18-21,Man,Philippines,No formal education past high school,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Oracle Database 
6330,18-21,Man,Philippines,No formal education past high school,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,MongoDB 
6330,18-21,Man,Philippines,No formal education past high school,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Microsoft SQL Server 
6330,18-21,Man,Philippines,No formal education past high school,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Microsoft Azure SQL Database 
6330,18-21,Man,Philippines,No formal education past high school,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Microsoft Azure Cosmos DB 
6330,18-21,Man,Philippines,No formal education past high school,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Google Cloud SQL 
6330,18-21,Man,Philippines,No formal education past high school,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Google Cloud Firestore 
6330,18-21,Man,Philippines,No formal education past high school,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Google Cloud BigTable 
6355,60-69,Man,Other,Master’s degree,Business Analyst,Government/Public Service,Junior,< 25K,SQLite 
6355,60-69,Man,Other,Master’s degree,Business Analyst,Government/Public Service,Junior,< 25K,Microsoft Azure SQL Database 
6375,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,MySQL 
6375,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Oracle Database 
6375,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,MongoDB 
6375,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Microsoft SQL Server 
6395,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,MySQL 
6395,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,PostgreSQL 
6395,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,SQLite 
6395,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,MongoDB 
6395,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,Microsoft SQL Server 
6395,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,Microsoft Azure SQL Database 
6395,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,Microsoft Azure Cosmos DB 
6395,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,Amazon Redshift 
6395,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,Amazon Aurora 
6395,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,Amazon DynamoDB 
6395,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,Google Cloud BigQuery 
6396,50-54,Man,Russia,Doctoral degree,Business Analyst,Accounting/Finance,Junior,50K - 100K,PostgreSQL 
6396,50-54,Man,Russia,Doctoral degree,Business Analyst,Accounting/Finance,Junior,50K - 100K,Microsoft SQL Server 
6396,50-54,Man,Russia,Doctoral degree,Business Analyst,Accounting/Finance,Junior,50K - 100K,Google Cloud BigQuery 
6434,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,MySQL 
6434,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Microsoft Azure SQL Database 
6435,25-29,Man,Morocco,Master’s degree,Data Analyst,Energy/Mining,Senior,< 25K,MySQL 
6435,25-29,Man,Morocco,Master’s degree,Data Analyst,Energy/Mining,Senior,< 25K,PostgreSQL 
6435,25-29,Man,Morocco,Master’s degree,Data Analyst,Energy/Mining,Senior,< 25K,SQLite 
6435,25-29,Man,Morocco,Master’s degree,Data Analyst,Energy/Mining,Senior,< 25K,MongoDB 
6440,22-24,Woman,Other,Doctoral degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,Microsoft Azure Cosmos DB 
6446,25-29,Woman,South Korea,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,MySQL 
6446,25-29,Woman,South Korea,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Oracle Database 
6467,35-39,Man,France,Master’s degree,Business Analyst,Retail/Sales,Mid,50K - 100K,Google Cloud BigTable 
6492,35-39,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,MySQL 
6492,35-39,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,PostgreSQL 
6492,35-39,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Oracle Database 
6492,35-39,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,MongoDB 
6492,35-39,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Microsoft SQL Server 
6492,35-39,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Google Cloud BigQuery 
6493,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,MySQL 
6493,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,PostgreSQL 
6493,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,SQLite 
6493,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Oracle Database 
6493,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Microsoft SQL Server 
6493,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Microsoft Azure SQL Database 
6493,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Amazon Redshift 
6493,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Amazon RDS 
6585,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Marketing/CRM,Sin experiencia,< 25K,MySQL 
6585,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Marketing/CRM,Sin experiencia,< 25K,Microsoft SQL Server 
6669,35-39,Man,Ireland,Master’s degree,Business Analyst,Retail/Sales,Junior,25K - 50K,MySQL 
6669,35-39,Man,Ireland,Master’s degree,Business Analyst,Retail/Sales,Junior,25K - 50K,Oracle Database 
6669,35-39,Man,Ireland,Master’s degree,Business Analyst,Retail/Sales,Junior,25K - 50K,MongoDB 
6669,35-39,Man,Ireland,Master’s degree,Business Analyst,Retail/Sales,Junior,25K - 50K,Microsoft SQL Server 
6674,35-39,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,MongoDB 
6674,35-39,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Amazon RDS 
6703,18-21,Man,China,Bachelor’s degree,Business Analyst,Academics/Education,Sin experiencia,< 25K,Amazon RDS 
6709,50-54,Man,Australia,Master’s degree,Data Analyst,Accounting/Finance,Senior+,100K - 200K,Google Cloud BigQuery 
6709,50-54,Man,Australia,Master’s degree,Data Analyst,Accounting/Finance,Senior+,100K - 200K,Google Cloud SQL 
6709,50-54,Man,Australia,Master’s degree,Data Analyst,Accounting/Finance,Senior+,100K - 200K,Google Cloud Spanner 
6754,22-24,Man,India,Master’s degree,Business Analyst,Retail/Sales,Sin experiencia,< 25K,MySQL 
6754,22-24,Man,India,Master’s degree,Business Analyst,Retail/Sales,Sin experiencia,< 25K,PostgreSQL 
6754,22-24,Man,India,Master’s degree,Business Analyst,Retail/Sales,Sin experiencia,< 25K,MongoDB 
6816,25-29,Man,Bangladesh,Bachelor’s degree,Business Analyst,Energy/Mining,Junior,< 25K,MySQL 
6816,25-29,Man,Bangladesh,Bachelor’s degree,Business Analyst,Energy/Mining,Junior,< 25K,SQLite 
6816,25-29,Man,Bangladesh,Bachelor’s degree,Business Analyst,Energy/Mining,Junior,< 25K,MongoDB 
6828,40-44,Man,Spain,Some college/university study without earning a bachelor’s degree,Business Analyst,Energy/Mining,Senior,< 25K,PostgreSQL 
6828,40-44,Man,Spain,Some college/university study without earning a bachelor’s degree,Business Analyst,Energy/Mining,Senior,< 25K,MongoDB 
6828,40-44,Man,Spain,Some college/university study without earning a bachelor’s degree,Business Analyst,Energy/Mining,Senior,< 25K,Microsoft Azure Cosmos DB 
6828,40-44,Man,Spain,Some college/university study without earning a bachelor’s degree,Business Analyst,Energy/Mining,Senior,< 25K,Amazon Redshift 
6828,40-44,Man,Spain,Some college/university study without earning a bachelor’s degree,Business Analyst,Energy/Mining,Senior,< 25K,Amazon DynamoDB 
6830,25-29,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,< 25K,Google Cloud BigQuery 
6853,25-29,Woman,Nigeria,Master’s degree,Data Analyst,Computers/Technology,Sin experiencia,< 25K,MySQL 
6853,25-29,Woman,Nigeria,Master’s degree,Data Analyst,Computers/Technology,Sin experiencia,< 25K,Oracle Database 
6853,25-29,Woman,Nigeria,Master’s degree,Data Analyst,Computers/Technology,Sin experiencia,< 25K,Microsoft SQL Server 
6853,25-29,Woman,Nigeria,Master’s degree,Data Analyst,Computers/Technology,Sin experiencia,< 25K,Microsoft Azure SQL Database 
6853,25-29,Woman,Nigeria,Master’s degree,Data Analyst,Computers/Technology,Sin experiencia,< 25K,Microsoft Azure Cosmos DB 
6853,25-29,Woman,Nigeria,Master’s degree,Data Analyst,Computers/Technology,Sin experiencia,< 25K,Amazon Redshift 
6853,25-29,Woman,Nigeria,Master’s degree,Data Analyst,Computers/Technology,Sin experiencia,< 25K,Amazon Aurora 
6853,25-29,Woman,Nigeria,Master’s degree,Data Analyst,Computers/Technology,Sin experiencia,< 25K,Amazon DynamoDB 
6853,25-29,Woman,Nigeria,Master’s degree,Data Analyst,Computers/Technology,Sin experiencia,< 25K,Amazon RDS 
6853,25-29,Woman,Nigeria,Master’s degree,Data Analyst,Computers/Technology,Sin experiencia,< 25K,Google Cloud SQL 
6853,25-29,Woman,Nigeria,Master’s degree,Data Analyst,Computers/Technology,Sin experiencia,< 25K,Google Cloud BigTable 
6930,40-44,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,MySQL 
6930,40-44,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Microsoft Azure SQL Database 
6930,40-44,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Microsoft Azure Cosmos DB 
6930,40-44,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Amazon Redshift 
6930,40-44,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Amazon DynamoDB 
6930,40-44,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Amazon RDS 
6930,40-44,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Google Cloud Firestore 
6930,40-44,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Google Cloud BigTable 
6943,35-39,Woman,Brazil,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,MySQL 
6943,35-39,Woman,Brazil,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,PostgreSQL 
6943,35-39,Woman,Brazil,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,MongoDB 
6943,35-39,Woman,Brazil,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Microsoft SQL Server 
6943,35-39,Woman,Brazil,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Microsoft Azure SQL Database 
6943,35-39,Woman,Brazil,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Amazon Aurora 
6943,35-39,Woman,Brazil,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Google Cloud SQL 
6943,35-39,Woman,Brazil,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Google Cloud Firestore 
6954,22-24,Man,Russia,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,PostgreSQL 
6954,22-24,Man,Russia,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,SQLite 
6976,25-29,Woman,Nigeria,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,MySQL 
6976,25-29,Woman,Nigeria,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Microsoft SQL Server 
